Name,Connections
"POWER, LEFTENANT",4
PUCK | MUTANT X-VERS,4
"YOUNG, MR.",4
LIBRA IV/,4
"NAIP, SYNTHIA",4
DIRGE/,4
"YOUNG, MAX",4
"KANE, SUGAR",4
MISS THING/MARY,4
KANDRA,4
CRUSHER/EL PROFESSOR,4
MISTER CLEAN,4
"VON DOOM, CYNTHIA",4
NAILS/,4
MONTENEGRO,4
STRANGE,4
LEVITICUS,4
ZOTA,4
WATCHDOG,4
NIRA,4
MISS SACCHARINE,4
"PHILIPS, PHILIP",4
NZAGA,4
"RHODES, MR.",4
LEONINUS,4
RODOR,4
"LESTRADE, DR.",4
PHANTOM EAGLE,4
"CAIRN, DET.",4
PHANTOM,4
"LETTERMAN, DAVID",4
"STRINGER, AMY",4
HETH'SA,4
"MENGOCHAUZERAUS, STA",4
ZOMBIE/SIMON GARTH,4
SCAR THE STALKER/BRI,4
BLOKE/MICKEY TORK,4
DR. POWER/DR. MAXIMU,4
WILD TIGER/DENG LING,4
D'WON,4
RAZORBLADE II/,4
BROTHERS GRIMM,4
CYPRESS/,4
"OLAFSON, ERIC",4
BORAKU,4
LA BANDERA,4
FAZE,4
BROWSER,4
PIRANHA II/,4
"BREWER, DR. MELINDA",4
"SCHEELE, STEPHANIE",4
"BRUKNER, DR. FRANK",4
EXECUTIONER V,4
MIDWIFE,4
"WHITMAN, PATRICIA",4
"KUTUZOV, COL.",4
RIPSTER,4
NOBLE,4
NEPHRI,4
D'KAY,4
BROKER,4
TUVO,4
BAAL,4
"GOTTFRIED, WILLIS",4
BROOP,4
PLEX INTELLIGENCE,4
BROTHER AXE,4
KURAGARI,4
VISION DOPPELGANGER,4
"GEESEY, KARL",4
RINTRAH DOPPELGANGER,4
PLASMA/,4
KUROYAMA,4
SWIFT/,4
"HEDERMAN, LOTTIE",4
"DIAMOND, CHUCKY",4
"LANNING, DR.",4
BREEGAN,4
PORGA,4
VOGEL,4
APE MAN II/ROY MCVEY,4
HELLFIRE/MIKAL DRAGO,4
SUNFIRE/SHIRO YASHID,4
"PROSPERO, DR./HARPER",4
"KRAY, D'VON",4
"GREEN, JAMES",4
"KLEIN, STANLEY",4
TAKAR,4
MERLYN,4
"THOMAS, IDA",4
"MERIDIAN, DR. ROBERT",4
LAYLA,4
NICKEL,4
"TANNER, ARCHIE",4
"VINYL, MILO",4
"FILLMORE, GARRET",4
BOGATYR/MIKULA GOLUB,4
"BARKER, MATTHEW T.",4
SCUZZ,4
DR. STRANGER YET,4
SERPENTYNE,4
AYESHA,4
"LANDERS, DR.",4
NELIT,4
SUPREME ONE,4
"ADAMSON, JASON",4
CYBORG X/,4
"RAYMOND, NORA JONES",4
EXALT,4
KESTRUS,4
"LANGTREE, GINA",4
"VON FRANKENSTEIN, BA",4
"SPENCER, TRACY",4
"MULLANY, MIKE",4
REVELATION,4
"HOSEK, BULL",4
WHIRLWIND II/DAVID C,4
"LYTH'KA, COMMANDER",4
"BERNHARD, CLARICE",4
"AKUTAGAWA, OSAMU",4
SKINNER,4
M-80/SAYURI KYOTO,4
HOUSE OF SHADOWS,4
"DUNLEAVY, GEN. ARLEN",4
MACE,4
MALICE II,4
ATOM-SMASHER/,4
WHISPER/,4
SAGITTARIUS II/,4
AL-KHALAD,4
SPHINX III,4
"BECKMAN, CHARLES",4
XANDU,4
MALPRACTICE,4
WENDIGO/PAUL CARTIER,4
SAI/,4
"YAMIR, SASHA",4
TYPEFACE/GORDON THOM,4
REDWING II,4
DELPHI II,4
"FURY, NICK II",4
SSS'LETHCOTT,4
"JONES, ANDY",4
BALABAN/,4
LUPE,4
"MORDO, ASTRID",4
DOMINO,4
HALLOWEEN JACK,4
"LUCIFER, REV.",4
"CRANDAL, BEN",4
"HORTON, DOUGIE",4
"ASHER, DONNA",4
WIDOW-MAKER,4
URTHONA,4
"HOYT, TONY",4
OX II/DR. KARL STRAG,4
"SANADA, KONO",4
IRON MAN ARMOR,4
CINDER/,4
"SABUKI, DR. SAM",4
"RYKER, MAJOR SIMON",4
"WORTHINGTON, MAJOR G",4
WHITE BIRD/AMARA,4
UATU | MUTANT X-VERS,4
CHTYLOK,4
"VEGA, ROBIN",4
"JACOBS, BEN",4
"CLINTON, CHELSEA",4
"FRASER, DET. KATE",4
MAGNOR,4
"HURDLER, THOMAS",4
HURRICANE II,4
MARTINS,4
BLACK MORAY,4
"MACKENZIE, DR. NEIL",4
"CHESNEY, SANFORD",4
BARRINGTON,4
PARADOX,4
"WALTERS, CHAP",4
"WU, SONIA",4
"HUDDLESTON, PROF.",4
DREAMGUARD/DEPUTY WI,4
TIMESLOT,4
"TINKER, SHEA",4
CHLOE,4
MORLUN,4
RY'LOR,4
"JARDINE, AMANDA",4
RAKESH,4
SANDY,4
"MARX, DR.",4
MARVEL BOY/MARTIN BU,4
"BAXTER, ABIGAIL",4
TRAUMA,4
RATTACK,4
CARGO,4
DUCHARME,4
SHE-CAT,4
"GLAZER, FAST FREDDY",4
"STERIXIAN, ALMONNAS",4
STEM,4
MEDUSA | MUTANT X-VE,4
PUNISHER/FRANK CASTL,4
"VON VOLTZMANN, FRITZ",4
HINKLEY,4
"GROSS, IRA",4
"CROSS-WALLACE, SIR G",4
"MEAGHER, TYLER",4
SKY-WALKER,4
ASHUR,4
"PYRAKH, COMMANDER",4
"BARRON, RICK",4
HANRANSHA/ASAHI,4
"LOPEZ, MARIA II",4
"SHAW, SARAH",4
ICE WORM,4
"STERNBERG, DR. BERTH",4
"STEVENS, DR. VINCENT",4
NAGALA,4
"HARDY, MORGAN MACNEI",4
"HIGGINS, JANE",4
CAPTAIN UNIVERSE/STE,4
MANIPULATOR II,4
"CROWE, GERONIMO",4
THREETREES,4
"SAVANNAH, LOU-ANN",4
LIVING ERASER,4
"MOODY, RUNYAN",4
"BATTLE, MONTGOMERY",4
"TRIMPE, HERB",4
"FLORESCU, ANTON",4
"KAISHEK, YOLYN",4
"MANNING, JANICE",4
SLAUGHTER II/CONSTAN,4
"WEAVER, ZEKE",4
"FONG, LI",4
MR. FEAR V/,4
"INES, DR. DIDIER",4
YAYAUHCO,4
UNA,4
"WISDOM, HAROLD",4
"PAYNE, MICHAEL",4
"ASHER, MICHAEL",4
"VRIES, KALI",4
PAVANE II,4
ORPHAN,4
STALKER,4
"MCCORMICK, BARRY",4
AQUARIUS II/,4
"CELLANOS, MARCELLA",4
"MCCALL, MEREDITH | T",4
MAXXAM,4
BAXTER,4
DEMEITYR,4
TRI-SENTINEL,4
"TREVANI, DANIKA",4
"THURM, ETHAN",4
"MCKNIGHT, BOB",4
"JUNIPER, JONATHAN JU",4
DOUGLOCK 2013,4
"SHIPPINSKY, MALIK",4
CRITICAL MASS,4
"WEISMAN, DR.",4
RAT,4
LOCUST,4
SHOCKWAVE ROBOT,4
BAV-TEK,4
"DRAGONMEGAS, JESSIE",4
"LOGAN, WAYNE",4
"TOLLIVER, EMMA",3
"WOO, CHOW YUN",3
VIRTUAL REALITY,3
WHYTEOUT/STUART ANTH,3
BARON ZEBEK,3
"WATKINS, STEVIE",3
BELLE,3
ARSENAL II,3
AZOR,3
"TUMOLO, DR. JOANNE",3
"TENKO, CARTER",3
BIZEN,3
"WOO, MAI YIN",3
AMAZO-MAXI-WOMAN/,3
"BLANDING, MRS.",3
ANTIBODY,3
VIGILANT/PSTUN-RAGE,3
WILLIAMS JOHN,3
"ARMSTRONG, ?",3
"ADAMSON, REBECCA",3
TIGER WYLDE,3
WAYFINDER,3
"BELL, HERBERT",3
"BLOODVESSEL, BUSTA",3
"THOMAS, BECKY",3
"AGARN, CAPT.",3
VANESSA,3
"BLAIR, CALEY",3
"ANGELOPOULOS, ANGEL ",3
YOVA,3
UNICORN II/,3
ARMAND,3
BAAL II,3
THOUSAND,3
APPALLA,3
ANIMUS,3
ARIANE,3
TRASK,3
TORPEDO II/MICHAEL S,3
"ANDERSON, BAXTER",3
VEGA-SUPERIOR,3
WARR,3
"VAN NUYS, PROF. RODE",3
BLACK MARIAH,3
WOLFSBANE 2013,3
VENOMM,3
ULARA,3
"ZINOVIEV, IVAN",3
"WYNDHAM, LUCAS",3
BERSERKER III,3
"BECKMAN, LISA",3
"WATSON, TOMMY",3
"ADAMS, CONGRESSMAN H",3
X'HOSS,3
ULTIMA,3
TRICKSTER,3
ROCKWALL,3
"FILLMORE, BETTY",3
ELECTRA,3
PILGRIMM,3
PINTA,3
PIXIE II/,3
"FARGO, FLAGG",3
"PRIMO, ALEXIS",3
"PRINCE, DIANA",3
EXECUTIONER IV,3
ERISHKIGEL,3
PYRON/,3
"FLEMING, PHILIP",3
QABIRI,3
QUASAR DOPPELGANGER ,3
EL TORO ROJO,3
"QUENTIN, RALPH",3
EARTH-LORD/KYLE BROC,3
"EARLE, CARYN",3
"RADD, FENNAN",3
RADIOACTIVE MAN II/D,3
"PIERSON, FRED",3
"PETERS, NIGEL",3
RAMROD,3
"P'KRRD, CAPTAIN",3
NIGHTEYES/ERIC,3
GIN GENIE/BECKAH,3
"NORTH, RICKY",3
"GELLER, URI",3
GEIST,3
"O'HARA, GERALD",3
GARGOYLE/IGOR DRENKO,3
"GANCE, TABITHA TABBY",3
FREAK QUINCY,3
PENNSU,3
"FRANKENSTEIN, BASIL",3
"PARKER, HORACE",3
"FOX, PHIL",3
"PARKS, JUDITH",3
PARSON/,3
FORGE | EARTH 998,3
"FORD, GERALD",3
"PAYGE, REEVA",3
"RAINTREE, VIVIAN",3
RANGER II,3
"GONZALEZ, RAYMOND",3
DAMAGE,3
"ROWEN, CARL",3
DEATHTOLL,3
SAHREED,3
SANTA CLAUS/NICK ST.,3
SCENE STEALER,3
"DANVERS, JOE",3
"DANTES, DR. EDWINA",3
"SCOTT, PARIS",3
SCYLLA,3
"ROSENBERG, ANNIE",3
SEERESS,3
SHADOWOMAN/JILLIAN W,3
SHALLA BAL,3
"SHANE, BRIDGIT",3
CRUSHER II/JUAN APON,3
"SHAW, HIRAM",3
SHIVA,3
CRIMEWAVE/,3
"DENNAGER, MICHAEL",3
"RON, DAN",3
RAPTAR,3
DR. HYDRO,3
DRAGONUS,3
DRAGON OF THE MOON,3
RAZORWIRE,3
"REANDEAU, DR.",3
REAPER,3
REBO,3
RECOIL/,3
DR. NEMESIS/DR. STOC,3
DR. GOODWRENCH,3
"ROMITA, JOHN",3
RED SHIFT,3
"RICHMOND, DELROY",3
"RIESER, ROB",3
"RILEY, KIM",3
"RIVERS, JERRY",3
DHEREK,3
"DEZOAN, JOHN",3
"RODRIGUEZ, DEBRA",3
GOLEM III,3
"GOULDING, DR.",3
CREED,3
"MACENDALE, JASON JR.",3
KABALLA,3
LOBO II,3
JUTTA,3
JUDE,3
"LOPEZ, SALMA",3
"JONES, RICARDO",3
LUCIFER II,3
M'KAMBA,3
JEKUAKKEKT,3
KALADAR [SHI'AR],3
"JEFFERSON, DR.",3
MADAME MASQUE VI,3
JARA,3
MAESTRO,3
"MAHONEY, GINNY",3
INERTIA/,3
IKARIS | MUTANT X-VE,3
MARCHALLA,3
"KAISHEK, GOM",3
LIBRA III/,3
"HUNT, ROBERTA",3
KHAT,3
"KLOSS, BERNARD",3
KONO,3
"KREIGKOPH, GEN.",3
KRUELLA,3
"KINE, BENEDICT",3
KURRGO,3
"KILLDRAGON, HARMONY",3
LACE/,3
"LANGFORD, DR. DAVID",3
KARNIVOR,3
KEREM,3
KEEVER,3
"KAZAKI, SHINJI",3
LEESHA,3
KATHAR,3
KASTYX,3
"LEOPOLD, ARCHER",3
KARSANO,3
HYNNIT,3
MASTER ELO,3
"GRANT, DONALD",3
MR. FX/,3
MODULAR MAN/STEPHEN ,3
"HARRIGAN, CHESTER CH",3
HARRIER,3
"HAMILTON, PAUL",3
HALF-FACE,3
MOSES,3
"MOSLEY, WARDEN",3
MOURNING PREY,3
"GUNTLY, DAVID",3
HATCHET-9,3
MR. SCRATCH,3
MS. FORTUNE/,3
GRUX,3
"MURPHY, SEAN",3
GROTTU,3
GRON,3
NAILS II/JOANIE EATO,3
"GRANT, SILAS II",3
MISTY/VINCENTE,3
HATE-MONGER II,3
MASTER FOUR,3
MERCY,3
MASTER MAN II/ALEXAN,3
MASTER MOLD III,3
"HOFFMAN, ALICE",3
HOFFMAN,3
"HINDS, PATRICK",3
"HILL, GEORGE",3
"HIGGINS, RICHIE",3
"MENDOSA, EMILIO",3
"MERENGUES, SMOOTH MA",3
MINOTAUR III,3
HELLSPAWN,3
HELL-EYES,3
HEATER DELIGHT,3
"HAWLEY, PAMELA",3
MINDSTORM/,3
"HAWKINS, DR. EDWIN E",3
HAVOK | MUTANT X-VER,3
MINOTAUR II,3
CRIME-MASTER/NICK LU,3
24-HOUR MAN/EMMANUEL,3
"SMITH, WANDA JO BIAL",3
"SIMMONS, ARCHIE",3
COCO,3
"CHASE, TREVOR",3
CAPTAIN GLORY,3
BROTHER ROYAL,3
CAT IV,3
"SPITZ, BARRY",3
"COPPERSMITH, ALFRED",3
SUPER-ANDROID F-4,3
"SUKHAROV, VIKTORIA",3
COPPERHEAD IV/,3
SISTER KATRINA,3
"SUTTON, JOHN",3
SUNDANCE,3
SUN-TAO,3
SLOTOTH,3
SURGEON GENERAL/ANGE,3
"CLARIS, SVEN",3
"SILVERCLOUD, SAM",3
CLEARCUT/,3
CHROMIUM,3
"SPERZEL, ANTON",3
"BROGIN, BULL",3
STRIKER,3
"BRADLEY, HANK",3
BRAIN CELL/,3
CANCER II/,3
"CALLAHAN, MIKE",3
"CALKIN, SUSAN",3
CRANUS,3
SILENCER,3
SKETCH/,3
SUNSET GRACE,3
COGGER,3
TALOS,3
SLAMBEAUX,3
COTTONMOUTH,3
SUNDRAGON/PAMELA DOU,3
CHIMERA/ZUHN,3
"BURLINGAME, CALVIN",3
NAMELESS ONE,2
ARMADA,2
MYCROFT,2
GRIEFSAVOR,2
ARMAROS,2
"GREICO, LINDA",2
NAVARRO,2
GROUNDHOG/SEAN BENAR,2
WATTS,2
MS. NOVA,2
"GRUENWALD, MARK",2
"STERIXIAN, LOATIA",2
THRAXON,2
MOSH/GLENN,2
STONE,2
THREE-FACE,2
"GUTHRIE, LUKE",2
STINGER/,2
GUNSHIP/CARY ROUNTRE,2
MR. LUCK/RAMON GARCI,2
MR. SINISTER | AOA,2
"WESTPHAL, SIMON",2
"WESTON, SALLY",2
"STILES, TATJANA",2
GUINNESS,2
"STARK, MARIA CARBONE",2
"WENTWORTH, JENNIFER",2
WENDY,2
"MUNOZ, CARLOS",2
"GRANT, GATOR",2
TRAVELER,2
NIGHT PHANTOM II,2
FLUX/PRIVATE BENNY T,2
"WALKER, JILL",2
"CHALMERS, CYNTHIA",2
FORTUNE,2
CHAMBLISS,2
CHAUFFARD,2
FOOLKILLER/ROSS EVER,2
BLACK TALON/DESMOND ,2
"PELTINO, LT.",2
"FOGG, ARCHIMEDES ARC",2
"CHEN, JOANNA",2
STAR THIEF II,2
"PETERS, SHANA TOC",2
VOLSTAGG | MUTANT X-,2
PHARAOH KHAFRE,2
BLACK RAZER,2
"FLEET, TAMARA",2
FLASH/BARRY ALLEN/BU,2
FLAME II,2
TINAC,2
"PIKE, FRISCO",2
"PARETTI, TONY",2
"CHAKARA, MADAN",2
PAPA NEBO,2
WALRUS,2
NIGHTFIGHTER/,2
NOMAD II/EDWARD FERB,2
"STANLEY, TOM",2
GIL,2
NOVA 0:0,2
WARP SAVANT,2
GHOST GIRL/,2
"STAMP, J.Q.",2
NUTT,2
NUWA,2
WARHAWK III/TOM NAKA,2
WARFARE/,2
GARM,2
GANYMEDE,2
GAMMA-BURN/,2
GALTUS,2
OSWALD,2
ASTROLOGER/,2
"BLACK, CAL",2
"HALDEMAN, CALVIN",2
WILDSTREAK,2
"MOORE, TONI",2
MADAME SLAY,2
KARIMA,2
LIGHTNING FIST,2
"KANE, LARRY",2
KALMARI,2
SYBIL,2
AI-CHIA,2
SVAROG,2
AIR WALKER/ARLO SAMU,2
"LOOPNER, LEXINGTON",2
"LOPEZ, DONNA",2
LORD OF LIGHT/BOWEN,2
"JONES, ARMAND",2
SURGE,2
LULLABY/FELICITY HOP,2
"LUMPKIN, WILLIE | TI",2
JEXIA,2
"JESSUP, DR.",2
AKULIA,2
SUPER-PATRIOT,2
KASEMA,2
TABUR,2
LEGION,2
KYSA,2
KOJIRO,2
ZORN,2
"KRAFT, DONNA",2
KRAGG,2
KREE GIANT MAN [KREE,2
BRAINSTORM/,2
TARGET,2
TANTRUM/,2
"ADAMS, GEORGE",2
ZAKKA,2
KID QUARRY,2
TALISMAN III/NAHITA,2
KHAN,2
"LANG, ALLISON",2
"KEL, JANOTH",2
BROKEN MAN,2
TERRIGENE,2
BROTHER CAESAR,2
JASMINE,2
BULLSEYE,2
MONTANA II,2
"JACOBY, KYLE",2
"HILDEBRANT, DR.",2
WINDEAGLE/HECTOR SAN,2
"THOMAS, JEANIE",2
MEGGAN 2013,2
"HELLSTROM, VICTORIA",2
"SUKHAROV, DIMITRI",2
SUICIDE/CHRIS DANIEL,2
"MICAWBER, TRISTRAM",2
"MICHAELS, DAWN",2
HECATE,2
STYRAK,2
HEAT-RAY/,2
MINI MAX/,2
"STRUNK, BELLA",2
CACTUS,2
ANTIQUARY/,2
MIST,2
"CAMBRIDGE, MOXIE",2
MONGU,2
"HILLIARD, JACOB",2
"HOBBS, DET.",2
MAX,2
AMPERE/,2
"ISLEY, LYNN",2
MAJOR LOVE,2
"WORTHINGTON, ELIZABE",2
INFERNO,2
BULWARK/,2
IKARYS,2
THERNON,2
HYPERTRON/CHESTER,2
"BURGOS, CARL",2
WITHERS,2
"ANAMI, HIROSHI",2
ANANASTASIA/ANNA,2
"HUNTER, LANCE",2
BLOODSHED/WYNDELL DI,2
"MARTINEZ, MRS.",2
BLOOD-TIDE,2
MASTERMIND II/BOWERS,2
"HONDA, DR.",2
"PILLMAN, JIM",2
"NILES, SEN. CATHERIN",2
"SLUGANSKI, ERNIE",2
VAVELLA,2
"DABUTA, NIGEL",2
SMEDLEY,2
"DUCRESTE, ABRIAN",2
"DABOIA, RUSSELL",2
"SCRIPPS, LAHOYA",2
"BARTON, SEN.",2
"SMITH, ANDY",2
"DEAN, BETTY",2
RAGA,2
"DUVALL, SNAKY",2
"CORDOVA, JUAN",2
"RIVERA, MS.",2
BLACK DEATH/DR. IVAN,2
"BALLANTINE, DEVON",2
EILIF DRAGONSLAYER,2
SLAUGHTER,2
SNAKESKIN II/,2
"BENNETT, MITCH",2
EL VAMPIRO,2
SKULL-JACKET,2
TRYKUR,2
"BIGGERS, MELVIN",2
DEVASTATOR/KIROV PET,2
"RILEY, MARIEL",2
"DRUMM, COLLETTE",2
SKARLET,2
"RANIER, MIKE",2
"BIRD, TUESDAY",2
REAVER/JOSHUA STRAGG,2
DOVINIA,2
DAWN,2
"DAVIS, PRINCIPAL",2
"SAUNDERS, DABNEY",2
"DARLEGUNG, GEN.",2
DARK ONE,2
"BEDFORD, BRAD HULK",2
"SCARPETTI, ALPHONSE",2
TYN-DARMUTH,2
DOOMSDAY MAN II,2
REQUIEM/,2
SCINTILLA,2
"BECKMAN, SARAH",2
"COLE, LYNETTE",2
"VANKIN, JONATHAN",2
DOGGEREL,2
COPPERHEAD II/,2
BIOHAZARD II/FLETCHE,2
TUNDRA,2
"BAYLOR, FRANK",2
SARACEN,2
CORONA/DAGNY FORREST,2
SNAKE-EYES,2
"BRADDOCK, ELIZABETH",2
COSMIC MESSIAH,2
PLUTONIUM,2
EXILE,2
"BEYNON, DR. BRADLEY",2
"SINGH, DR.",2
"FIELDS, TODD",2
"ROWEN, MIKE",2
"RUIZ, DR. BERNARDO",2
"FALSWORTH, KENNETH",2
"COWAN, EARL",2
SHELL/,2
"SOMERS, JOHNATHAN",2
SHE-WOLF/PAULETTE BR,2
"SINGER, MERLE",2
CRIME-WAVE/HOLLIS,2
"SHAW, JACOB",2
"ROYTON, RAYMOND",2
"TITAN, TRISH",2
RYNDA,2
TITANIUM MAN III/BOR,2
SISTER PERPETUA,2
DEMONSTAFF,2
DESTINY/PAUL DESTINE,2
"CONRAD, LUTHER DUTCH",2
TRAPSTER II/LARRY CU,2
SHAMAN III,2
SHAMAN | MUTANT X-VE,2
POWERHOUSE IV/,2
"SAGE, HENRY",2
"TRAVERS, MIKE",2
POWERHOUSE II/,2
SHUMA-GORATH,2
PSI-WOLF/NIKOLAI VON,2
DEATHLOK III DOPPELG,2
ROULETTE/DUDE JENSEN,2
CREEP/,2
PROTO-GOBLIN/VAN ADD,2
ULYSSES,2
EXECUTIONER,2
"MADDICKS, NADINE",1
"DE LA SALLE, BEATRIC",1
MARKED MAN,1
"HOUSTON, LT. COMMAND",1
"MASTIFF, MINNIE",1
BLOWTORCH/,1
ALBINO/DR. AUGUSTA S,1
"JARMAN, TOMMY",1
MASTON-DAR,1
"RYANS, JIM",1
ULTRA-MAX,1
"MACKAY, AILSA",1
"ANDERSON, CHET",1
"SANTOS, JOSE",1
BLOODY MARY,1
SAJA,1
TYRUS KRILL,1
MARISTA,1
HYPERTRON II/STURDEV,1
"SAINT, AMANDA",1
MARCHALLA II,1
"MARLOPOLIS, EDGAR",1
SUNTURION II/MIKE ST,1
MARAUDER II,1
MANX,1
"MANTLO, BILL",1
"MANNING, ERIKA",1
UGLY JOHN/STEVE,1
SUNSET,1
MAN-SPIDER CLONE | M,1
"BECKFORD, NOEL",1
SAMURAI STEEL/YOSHID,1
SANDSTORM/,1
INFINITY THRALL,1
"BECKMAN, JOSEPH",1
"MARKS, DR. SHIELA",1
BULLSEYE | MUTANT X-,1
"RYCHENKO, MAJ. VALEN",1
"ITOBU, DR. JOSHUA",1
WOLFGANG,1
ALANYA,1
"FISHMAN, DR. JONATHA",1
DE LA COURTE,1
L'KLEKK'TAK,1
KID/E.B. FARRELL,1
LAMENT/,1
"LANCELOT, SIR",1
KHATYLIS,1
LANDSCAPE/BRETT,1
BOOKWORM/NELSON GRUB,1
SHALAK,1
AFTERLIFE,1
"KEMPLETON, PROFESSOR",1
"KELLOG, SHERIFF L.B.",1
LEATHER/,1
"CURZON, DETECTIVE IN",1
CUTTER,1
AGAMEMNON II/ANDREI ,1
CY-PHYRR 4,1
"SHAW, ESAU",1
KWANNON,1
ZABO,1
KILLER CLOWN,1
"KOLE, JOHN",1
KOLOMAQ,1
SHYM'R,1
ZONE,1
"KLEIN, SUMMER",1
KOSHIMA,1
"CRAWFORD, GEN.",1
KRANG II,1
"KITCHENER, CHIEF INS",1
SHREEVE,1
"TAUREY, SIR WILLIAM",1
KINGSIZE,1
TREVORIK,1
"BRANDEIS, LIZ PARRIS",1
"KURLYCHEK, PATTY",1
"LEFLER, BOB",1
"LEIGHTON, BRIAN",1
BLUR,1
SWORDSMAN IV/,1
BRUNO,1
DAMBALLAH,1
"YEE, WAI CHEE",1
SCORCH/TOMMY NG,1
LONGARM/,1
BENAZA,1
TRACER,1
THANADEMOS,1
"JONES, PHILLIP",1
"COOPER, TERI",1
LORD YARU,1
"DARE, JOHNNY",1
LUDI,1
X-MAN | MUTANT X-VER,1
"BUCKMAN, EDWARD",1
"JZEMLICO, WARDEN",1
SYLPH,1
CYLLA,1
AGGAMON,1
"BENNETT, DANNY",1
BROTHER STEPHEN,1
TETHERBLOOD/,1
LEVIATHAN V,1
LEVIATHAN VI,1
SYRRH,1
SYNARIO/ANGELA BRADF,1
TUATARA/COMMANDER AR,1
KAREL,1
KANGAROO/FRANK OLIVE,1
SEAWEED MAN,1
"YOUNG, AGNES",1
"LILLIAN, BEA",1
YLA,1
AGENT-X/,1
HOLLYWOOD,1
BURST/,1
"WISDOM, PETE 2013",1
CENTURIUS,1
"STAPHOS, DR. MONICA",1
VENDETTA | MUTANT X-,1
NOSFERATA/PURPLE HAY,1
"SMITH, HELEN BACK",1
VERMIN II,1
"TOFIELD, FRANCESCA",1
"GEDDINGS, JUDITH GHO",1
GARNOK REBBAHN,1
GLORIOLE,1
QUASAR,1
"ST. CROIX, LOUIS",1
SNIPER/VON BURIAN,1
"GANNON, SGT. FRANK",1
SQUIRREL GIRL/,1
Q,1
GAMBIT DOPPELGANGER ,1
GLEEG,1
"BERMAN, ADAM",1
ORPHAN II/GUY SMITH,1
NICODEMUS,1
DRAX | MUTANT X-VERS,1
"GRAZIA, VINCENT VINN",1
ARMS MERCHANT/ANDREA,1
"CARR, DAN",1
CARRION III/DR. WILL,1
"BANK, IRVING",1
"NICHOLS, LORNA",1
GOOM,1
GLOUCESTER,1
"DUFFY, SGT. MIKE",1
"STARK, ISAAC",1
"WATKINS, MELODY",1
CARVER,1
DUSK,1
WATCHLORD/,1
GODWULF,1
VIBRANIA/SHARA,1
"ELLINGTON, DR./TRAVI",1
NAGA,1
"FIELDS, MARJORIE",1
"FOGELSTROM, HIRAM",1
FLYNN,1
AVATAR,1
PET,1
AZRAEL,1
POWDERKEG/FRANK SKOR,1
"PETRIE, JUDGE RICHAR",1
"FLINN, LANCELOT LANC",1
FANG,1
POISON/CECILIA CARDI,1
AZAZEL II,1
FIREBOLT,1
PILEDRIVER,1
CHI DEMON/PROFESSOR ,1
BLACK MOUNTAIN/KUROY,1
"PINKWATER, ELLA",1
SPECTRA/SELENA SLATE,1
PEACEMONGER/,1
OTOMO,1
VIGIL,1
PUMPKIN,1
OUTRIDER II/MARTIN Z,1
ENCHANTER,1
ENTITY II,1
FROSTBITE/DR. SLOANE,1
"CISCERNOS, SELENA",1
CHAKRA II,1
"FOWLER, RED",1
"PAYNE, EDWARD",1
EXITAR,1
FACE/COL. EISEN,1
PAST MASTER/PROFESSO,1
FAHE,1
PRETTY LARRY,1
PAVANE,1
PAYBACK/,1
"CARMODY, MRS.",1
"GRIPPO, BILLY",1
"MCCORMICK, FIONA",1
"DIAMOND, KATHY",1
HECTOR,1
MINDMELD/,1
WILD WHIP,1
BYREL,1
"STRYKER, WILLIS",1
MINDWORM/WILLIAM TUR,1
"CACHES, FABIAN",1
RIP,1
FIREFLY II,1
"CAESAR, JULIUS",1
MINOTAURUS,1
"HAVERSHAW, ANDREA",1
DIE'ODE/,1
"DIETZ, SUSAN",1
URCHALLA,1
BASALTAR,1
DETHSTRYK,1
"ROMANO, TONY",1
HASSAN,1
DELUGE,1
MCLEISH,1
"MCSHANE, PATRICK",1
HO TI,1
"WINGFOOT, WYATT II",1
ANGEL II/THOMAS HALL,1
"BURKE, RICKY",1
MEDUSA II,1
DEMI-GOD,1
BI-BEAST,1
UNCEGILA,1
"ROSELLINI, ROBERTA",1
MELONIE,1
ANIELLE,1
"SUMMERS, DEBORAH",1
DESADIA,1
HELLSTORM DOPPELGANG,1
MOBIUS,1
MODEM/,1
STEEL SPIDER/OLLIE O,1
WENDIGO IV/MICHAEL F,1
RAZORFIST IV/MARCO S,1
GUARDIAN III,1
RAZOR/,1
"RAYMOND, FRED",1
"MUMM, MAX",1
MUNIPOOR,1
DRACCHISS,1
"BLAKE, EMILY",1
SLIDE,1
MURMUR/,1
"RAVEN, HELEN",1
"MURRAY, WILLIAM T. B",1
"DRAGO, VALERIE",1
RAPTOR/PAUL HAZLETT,1
"CARLISLE, JENNA",1
"GROSS, CLIFFORD",1
"SLOAN, ANNA",1
COLLECTIVE MAN II,1
"MODINE, REP. BERNARD",1
DOMINO II,1
CALLISTO | MUTANT X-,1
"HARRINGTON, PRINCIPA",1
SKULLCRASHER/,1
COLOSSUS,1
"MONTGOMERY, SIR BERN",1
MOOT,1
STONE-FACE,1
WHITE DRAGON II,1
SLAYER/,1
"DON, GAI NO",1
DORREK II,1
MOTH/,1
SLASHER II,1
"BLANDING, ANDREW",1
"SLAVINSKI, SALLY",1
"BLAKE, KENT",1
TENELLE,1
