,Name,Identity,Alignment,Gender,Status,Year
3658,Den Vakre (Earth-616),Secret,Bad,Female,Living,2011.0
3659,Denak (Earth-616),,Bad,Male,Living,1993.0
3660,Dendrok (Earth-616),Public,Good,Male,Living,2010.0
3661,Denebo Aruc III (Earth-616),Public,,Male,Deceased,2006.0
3662,Deng Ling-Xiao (Earth-616),,Bad,Male,Deceased,1997.0
3663,Denham (Earth-616),,,Male,Deceased,2001.0
3664,Denis Nayland Smith (Earth-616),Secret,Good,Male,Deceased,1973.0
3665,Denise Baranger (Earth-616),Secret,Bad,Female,Deceased,1978.0
3666,Denise Havens (Earth-616),Secret,Good,Female,Living,1995.0
3667,Dennis Bukowski (Earth-616),No Dual,Neutral,Male,Living,1980.0
3668,Dennis Burton (Earth-616),Secret,Good,Male,Living,1940.0
3669,Dennis Golembuski (Earth-616),Secret,Bad,Male,Living,2002.0
3670,Dennis Hogan (Earth-616),,,Male,Deceased,1995.0
3671,Dennis Hoxie (Earth-616),,,Male,Living,2006.0
3672,Dennis Kellard (Earth-616),,Bad,Male,Living,2006.0
3673,Dennis Malloy (Earth-616),Secret,Bad,Male,Living,1989.0
3674,Dennis Murray (Earth-616),Public,,Male,Living,2007.0
3675,Dennis Piper (Earth-616),Secret,Good,Male,Living,2011.0
3676,Dennis Sykes (Earth-616),Public,Good,Male,Deceased,2010.0
3677,Dennis Wells (Earth-616),,Good,Male,Living,2012.0
3678,Denny Drake (Earth-616),Secret,Bad,Male,Living,2008.0
3679,Denton Phelps (Earth-616),Secret,Bad,Male,Deceased,1979.0
3680,Denton Smith (Earth-616),Public,Bad,Male,Living,1948.0
3681,Dephine (Earth-616),Secret,Good,Female,Living,1981.0
3682,Depth Charge (Earth-616),Secret,Neutral,Male,Living,1993.0
3683,Deputy Charlie (Earth-616),Public,Bad,Male,Living,2010.0
3684,Derath'ath (Earth-616),,,Male,Deceased,1976.0
3685,Derek Bishop (Earth-616),Public,Neutral,Male,Living,2005.0
3686,Derek Freeman (Earth-616),No Dual,Good,Male,Living,1986.0
3687,Derek Khanata (Earth-616),Public,Good,Male,Living,2005.0
3688,Derek Malloy (Earth-616),No Dual,Bad,Male,Deceased,
3689,Derek McDowell (Earth-616),Public,Bad,Male,Deceased,1973.0
3690,Derek Petrie (Earth-616),Secret,Bad,Male,Living,2007.0
3691,Derek Smalls (Earth-616),Secret,Bad,Male,Deceased,1995.0
3692,Derek Zheng (Earth-616),Public,Good,Male,Living,2003.0
3693,Derenik Zadian (Earth-616),Public,Bad,Male,Deceased,
3694,Derrick Beacon (Earth-616),Secret,,Male,Living,
3695,Derrick Dawes (Earth-616),Public,Good,Male,Living,1942.0
3696,Derrick Richardson (Earth-616),,Neutral,Male,Deceased,2009.0
3697,Derrick Wainscroft (Earth-616),Secret,Bad,Male,Living,1991.0
3698,Derry Campbell (Earth-616),,,Female,Deceased,2006.0
3699,Dervish (Spikes) (Earth-616),Secret,Bad,Female,Living,2003.0
3700,Dervish (The Arena) (Earth-616),Secret,,Male,Living,2004.0
3701,Derwyddon (Earth-616),,,Male,Living,1985.0
3702,Desak Sterixian (Earth-616),,Bad,Male,Living,2001.0
3703,Desidera (Earth-616),No Dual,Good,Female,Living,2007.0
3704,Desinna (Earth-616),Secret,Bad,Female,Living,1975.0
3705,Desiree Winthrop (Earth-616),Public,Good,Female,Living,1996.0
3706,Desmond Alexander (Earth-616),Secret,Bad,Male,Deceased,2007.0
3707,Desmond Charne (Earth-616),Public,Bad,Male,Living,1976.0
3708,Desmond Drew (Earth-616),Secret,Bad,Male,Living,1974.0
3709,Desmond Kline (Earth-616),Public,Neutral,Male,Deceased,1994.0
3710,Desmond Marrs (Earth-616),Public,Bad,Male,Deceased,1990.0
3711,Desmond Pitt (Earth-616),Secret,Neutral,Male,Living,1974.0
3712,Desolation (Earth-616),Secret,Bad,Female,Deceased,2000.0
3713,Destiny Gonzales (Earth-616),Public,Neutral,Female,Deceased,2003.0
3714,Destructon (Earth-616),,Bad,,Living,1968.0
3715,Detective Brady (Earth-616),Secret,Bad,Male,Living,1945.0
3716,Detective Fant\u00f4me (Earth-616),Secret,Good,Male,Living,2007.0
3717,Detective Flint (Earth-616),Secret,Good,Male,Living,1981.0
3718,Detective Fontana (Earth-616),Public,,Male,Living,2007.0
3719,Detective Kurtz (Earth-616),Public,Good,Male,Living,2007.0
3720,Detective Simon (Earth-616),Public,,Male,Living,2007.0
3721,Detlef Metzger (Earth-616),Public,Bad,Male,Living,2010.0
3722,Deuce (Earth-616),Public,Good,Male,Living,1997.0
3723,Deuteronomy (Earth-616),No Dual,Bad,,Living,2002.0
3724,Devastator (Ascendants) (Earth-616),Secret,Good,Male,Living,
3725,Devi Bannerjee (Earth-616),Public,Good,Female,Living,1991.0
3726,Devil (Earth-616),Public,Good,Male,Living,1981.0
3727,Devil Dinosaur (Clone) (Earth-616),Secret,Bad,Male,Living,2007.0
3728,Devil Dinosaur (Skrull) (Earth-616),Secret,Bad,Male,Living,2009.0
3729,Devil Rig (Earth-616),Secret,,Male,Living,2009.0
3730,Devil of the Lagoon (Earth-616),Public,Bad,,Deceased,1953.0
3731,Devil's Heart (Earth-616),Secret,Bad,,Deceased,1975.0
3732,Devil-Spider (Earth-616),Secret,Bad,Male,Living,2013.0
3733,Devin Touhy (Earth-616),Secret,Good,Male,Deceased,2010.0
3734,Devlin DeAngelo (Earth-616),Public,Bad,Male,Living,1998.0
3735,Devlor (Earth-616),Secret,Good,Male,Living,1994.0
3736,Devlunn (Earth-616),Public,Bad,Male,Living,1981.0
3737,Devo (Earth-616),Secret,Bad,Male,Living,2006.0
3738,Devon Alomar (Earth-616),,,Male,Living,1999.0
3739,Devon Ballantine (Earth-616),,Good,Male,Living,1992.0
3740,Devon Lewis (Earth-616),Public,,Male,Living,1996.0
3741,Devos (Earth-616),Secret,Bad,Male,Living,1991.0
3742,Devron (Earth-616),,Neutral,,Living,2005.0
3743,Devros (Earth-616),Public,Bad,Male,Living,1997.0
3744,Dewey (Earth-616),Public,,Male,Living,1988.0
3745,Dewlap (Earth-616),,Good,,Living,1986.0
3746,Dewoz (Earth-616),Public,,Male,Living,1998.0
3747,Dex (Coot's Bluff) (Earth-616),No Dual,,Male,Living,2005.0
3748,Dex (Omaha) (Earth-616),,,Male,Living,2007.0
3749,Dexam (Earth-616),Public,Bad,Male,Living,1998.0
3750,Dexter Bennett (Earth-616),No Dual,Neutral,Male,Living,2008.0
3751,Dexter Parrish (Earth-616),,Bad,Male,Living,1998.0
3752,Dexter Quentin (Earth-616),Public,Good,Male,Living,1981.0
3753,Dexter Rayne (Earth-616),,,Male,Living,1989.0
3754,Dezan (Earth-616),No Dual,Good,Male,Living,
3755,Dezmond Harris (Earth-616),Public,Good,Male,Living,2006.0
3756,Dharr (Earth-616),,Bad,Male,Living,2008.0
3757,Dhasha Khan (Earth-616),No Dual,Bad,Male,Deceased,1975.0
3758,Dherk (Earth-616),Secret,Bad,Male,Living,1981.0
3759,Diableri (Earth-616),,,Male,Deceased,2007.0
3760,Diablo (Bear) (Earth-616),Public,,Male,Living,1949.0
3761,Diablo (Monster) (Earth-616),Secret,Bad,Male,Living,1960.0
3762,Diabolique (Earth-616),Secret,Bad,Female,Living,1993.0
3763,Diamond Head (Earth-616),Secret,Bad,Male,Living,1970.0
3764,Dian Wilkins (Earth-616),,Good,Female,Living,1976.0
3765,Diana Knight (Earth-616),Public,Neutral,Female,Living,2000.0
3766,Diana Lanford (Earth-616),Public,Good,Female,Living,1940.0
3767,Diane Arliss (Earth-616),,Good,Female,Living,1968.0
3768,Diane Carson (Earth-616),Public,Good,Female,Living,1940.0
3769,Diane Cummings (Earth-616),Public,Good,Female,Living,1961.0
3770,Diane Davids (Earth-616),Secret,Bad,Female,Living,1988.0
3771,Diane Lamarr (Earth-616),Public,Good,Female,Living,1982.0
3772,Diane Perrywinkle (Earth-616),Public,Good,Female,Living,1979.0
3773,Dianna Ferrule (Earth-616),Public,Good,Female,Living,1943.0
3774,Dianne Bellamy (Earth-616),,Neutral,Female,Living,1986.0
3775,Diavolo (Earth-616),Secret,Bad,Male,Deceased,1945.0
3776,Dibbuk (Earth-616),,Bad,Male,Living,1977.0
3777,Dibdeb (Earth-616),Public,Neutral,Male,Living,2000.0
3778,Dicero (Earth-616),Secret,Good,Male,Living,2008.0
3779,Dick (FBI Agent) (Earth-616),,Good,Male,Living,2002.0
3780,Dick Chalker (Earth-616),Secret,Bad,Male,Deceased,1993.0
3781,Die'ode (Earth-616),,Bad,Male,Living,1991.0
3782,Diego Ardilles (Earth-616),,,Male,Deceased,2001.0
3783,Diego Casseas (Earth-616),Secret,Bad,Male,Living,1991.0
3784,Diego Manero (Earth-616),Public,Bad,Male,Living,1943.0
3785,Diego Sandoval (Earth-616),Public,Neutral,Male,Living,2001.0
3786,Diemoas (Earth-616),Public,,Male,Living,2009.0
3787,Dieter Lehmann (Earth-616),No Dual,Good,Male,Deceased,2011.0
3788,Dieter Skul (Earth-616),Public,Bad,Male,Living,2011.0
3789,Dieter Steinhauer (Earth-616),Secret,Bad,Male,Living,1988.0
3790,Dietmar Stock (Earth-616),Secret,Bad,Male,Living,1943.0
3791,Difference Engine (Earth-616),Public,Good,Male,Living,2007.0
3792,Digger (Nowhere) (Earth-616),Secret,Good,Male,Living,1943.0
3793,Digger (Outcasts) (Earth-616),Secret,Bad,Male,Living,
3794,Digger (Vegas Thirteen) (Earth-616),Public,Bad,Male,Living,2003.0
3795,Dilbert Trilby (Earth-616),Public,,Male,Living,1993.0
3796,Dillon Zarro (Earth-616),Secret,Bad,Male,Living,1988.0
3797,Dima Alekov Kaganitzky (Earth-616),Secret,,Male,Deceased,1994.0
3798,Dimitri Bukharin (Earth-616),Secret,,Male,Living,1978.0
3799,Dimitri Fortunov (Earth-616),Public,Good,Male,Living,1997.0
3800,Dimitri Kantov (Earth-616),Secret,Bad,Male,Deceased,2007.0
3801,Dimitri Smirkov (Earth-616),Secret,Bad,Male,Living,2007.0
3802,Dimitrios (Earth-616),Public,Bad,Agender,Living,
3803,Dimitriy Rasputin (Earth-616),,,Male,Deceased,2005.0
3804,Dina (Earth-616),,,Female,Living,1987.0
3805,Dinah Soar (Earth-616),Secret,Good,Female,Deceased,1989.0
3806,Dino Manelli (Earth-616),Public,Good,Male,Deceased,1963.0
3807,Dinu (Earth-616),Public,Neutral,Male,Living,1998.0
3808,Diomedes (Earth-616),,,Male,Living,1979.0
3809,Dione (Earth-616),,,Female,Living,
3810,Dionysus (Eternal) (Earth-616),,Bad,Male,Living,1979.0
3811,Dionysus Acratophorus (Earth-616),Secret,Good,Male,Living,1949.0
3812,Director Colvin (Earth-616),,Good,Male,Living,2011.0
3813,Director Gruenwald (Earth-616),,,Male,Living,2008.0
3814,Director X (Department H) (Earth-616),Secret,Neutral,Male,Living,1997.0
3815,Director of Death (Earth-616),Public,Bad,Male,Deceased,1944.0
3816,Dirge (Lost Souls) (Earth-616),Secret,Bad,Male,Deceased,2000.0
3817,Dirge (Warwear User) (Earth-616),,Bad,Male,Deceased,1996.0
3818,Dirk Anger (Earth-616),No Dual,Neutral,Male,Living,2006.0
3819,Dirk Garthwaite (Earth-616),Secret,Bad,Male,Living,1968.0
3820,Dirk Leydon (Earth-616),,Bad,Male,Living,1993.0
3821,Dirtnap (Earth-616),Secret,Bad,Male,Living,1995.0
3822,Dirty Wolff (Earth-616),,,Male,Living,2000.0
3823,Discharge (Earth-616),,,,Living,2008.0
3824,Disha Khan (Earth-616),Public,Neutral,Female,Living,
3825,Dismember (Earth-616),Secret,Bad,Male,Living,1997.0
3826,Disprosium (Element) (Earth-616),,Bad,,Living,1997.0
3827,Disthora (Earth-616),,,Female,Deceased,2013.0
3828,Ditmal Pirvat (Earth-616),Secret,Neutral,Male,Living,1990.0
3829,Ditto (Earth-616),Secret,Good,Male,Living,2004.0
3830,Divad (Earth-616),Secret,Neutral,Male,Living,1992.0
3831,Dive-Bomber (Earth-616),Secret,Bad,Male,Deceased,1988.0
3832,Divinity (Heroes Reborn) (Earth-616),Secret,,Male,Living,2000.0
3833,Dixie (Blaze) (Earth-616),,Good,Female,Deceased,2006.0
3834,Dixie (Earth-616),Public,,Female,Living,2002.0
3835,Dizzy Daze (Earth-616),Secret,Bad,Male,Living,1949.0
3836,Django Maximoff (Earth-616),,,Male,Living,1977.0
3837,Dmitri Ivankov (Earth-616),Public,Bad,Male,Living,2009.0
3838,Dmitri Petrovich (Earth-616),Public,Bad,Male,Living,1992.0
3839,Dmitri Smerdyakov (Earth-616),Secret,Bad,Male,Living,1963.0
3840,Doc (District X) (Earth-616),Public,Neutral,Male,Living,2004.0
3841,Doc (Geneticist) (Earth-616),,Bad,Male,Living,1981.0
3842,Doc (Guardsman) (Earth-616),,Good,Male,Living,2011.0
3843,Doc (Lilin) (Earth-616),Secret,Bad,Male,Living,1992.0
3844,Doc Neutron (Earth-616),Secret,Bad,Male,Living,
3845,Doc Watson (Earth-616),,Good,Male,Living,1972.0
3846,Docteur Q (Earth-616),Secret,Good,Male,Living,2007.0
3847,Doctor Anderson (Earth-616),Public,,Male,Living,1985.0
3848,Doctor Botan (Earth-616),Public,Bad,Male,Deceased,1944.0
3849,Doctor Brucknerr (Earth-616),Public,Bad,Male,Living,1995.0
3850,Doctor Castillo (Earth-616),Secret,Good,Female,Living,2005.0
3851,Doctor Chowder (Earth-616),Public,Good,Male,Deceased,1980.0
3852,Doctor Colosso (Earth-616),Secret,Bad,Male,Deceased,1945.0
3853,Doctor Daedalus (Earth-616),,Bad,Male,Deceased,1980.0
3854,Doctor Demise (Earth-616),Public,Bad,Female,Living,1948.0
3855,Doctor Dill (Earth-616),Public,Bad,Male,Living,1949.0
3856,Doctor Don (Earth-616),Public,,Male,Living,1985.0
3857,Doctor Drearr (Earth-616),Public,Bad,Male,Deceased,1948.0
3858,Doctor Dredd (Earth-616),Secret,Bad,Male,Deceased,1983.0
3859,Doctor Eternity (Earth-616),Secret,Bad,Male,Living,1943.0
3860,Doctor Feerce (Earth-616),Public,Bad,Male,Deceased,1946.0
3861,Doctor Foster (1940s) (Earth-616),Public,Bad,Male,Deceased,1942.0
3862,Doctor Foster (Earth-616),,,Male,Deceased,2006.0
3863,Doctor Frankenstein (WWII) (Earth-616),Public,Good,Male,Living,1944.0
3864,Doctor Goodwrench (Earth-616),Secret,Neutral,Male,Living,
3865,Doctor Graham (Earth-616),,Good,Male,Living,1962.0
3866,Doctor Grant (Earth-616),Public,Bad,Male,Deceased,1943.0
3867,Doctor Grimm (Earth-616),Public,Bad,Male,Deceased,1941.0
3868,Doctor Hades (Earth-616),Secret,Bad,Male,Deceased,1945.0
3869,Doctor Hatton (Earth-616),Public,Neutral,Male,Living,1990.0
3870,Doctor Herzog (Earth-616),Public,Bad,Male,Deceased,1945.0
3871,Doctor Howard (Earth-616),Secret,Bad,Male,Living,1941.0
3872,Doctor Hyde (Earth-616),Public,Bad,Male,Living,1941.0
3873,Doctor Janssen (Earth-616),Public,,Female,Living,1999.0
3874,Doctor Jiroult (Earth-616),,Bad,Male,Living,2003.0
3875,Doctor Jorlstead (Earth-616),Secret,Bad,Male,Deceased,1942.0
3876,Doctor Karlbad (Earth-616),Public,Bad,Male,Living,1964.0
3877,Doctor Kettlewell (Earth-616),,Good,Male,Living,
3878,Doctor Kissick (Earth-616),,Neutral,Male,Living,1981.0
3879,Doctor Klutch (Earth-616),Public,Bad,Male,Living,1942.0
3880,Doctor Kronton (Earth-616),Secret,,Male,Deceased,1970.0
3881,Doctor Krypt (Earth-616),Secret,Neutral,Male,Living,1997.0
3882,Doctor Kurarkill (Earth-616),,Bad,Female,Deceased,1975.0
3883,Doctor Lammon (Earth-616),Secret,Bad,Male,Deceased,1945.0
3884,Doctor Leery (Earth-616),Secret,Bad,Male,Deceased,2006.0
3885,Doctor Lin (Earth-616),Public,Good,Male,Deceased,1941.0
3886,Doctor Locke (Earth-616),Secret,Bad,Male,Living,2007.0
3887,Doctor Lorrof (Earth-616),Public,Bad,Male,Deceased,1941.0
3888,Doctor Luville (Earth-616),Public,Bad,Male,Deceased,1944.0
3889,Doctor Macabre (Earth-616),Public,Bad,Male,Living,1948.0
3890,Doctor Manyac (Earth-616),,Bad,Male,Deceased,1940.0
3891,Doctor Markov (Earth-616),Public,Bad,Male,Deceased,1954.0
3892,Doctor Mefis (Earth-616),Public,Bad,Male,Living,1942.0
3893,Doctor Mime (Earth-616),Secret,,Male,Living,2000.0
3894,Doctor Mobius (Earth-616),Secret,Neutral,Male,Living,1997.0
3895,Doctor Mundt (Earth-616),,,Male,Living,1996.0
3896,Doctor Narr (Earth-616),,Bad,Male,Deceased,1940.0
3897,Doctor Necrosis (Earth-616),Public,Bad,Male,Deceased,1944.0
3898,Doctor Nichi (Earth-616),Public,Bad,Male,Deceased,1945.0
3899,Doctor Nitro (Earth-616),Secret,Bad,Male,Living,1945.0
3900,Doctor Noc (Earth-616),Secret,Bad,Male,Deceased,2010.0
3901,Doctor Ogada (Earth-616),Secret,,Male,Living,1997.0
3902,Doctor Pow (Earth-616),,Neutral,Male,Living,2002.0
3903,Doctor Rogan (Earth-616),Public,,Male,Living,2002.0
3904,Doctor Satan (Earth-616),Secret,Bad,Male,Living,2010.0
3905,Doctor Saturn (Earth-616),Secret,Bad,Male,Living,1955.0
3906,Doctor Scarabeus (Earth-616),Secret,Bad,Male,Living,1979.0
3907,Doctor Scarr (Earth-616),Public,Bad,Male,Living,1944.0
3908,Doctor Shiner (Earth-616),Public,,,Living,1989.0
3909,Doctor Smart (Earth-616),Secret,Bad,Male,Living,1941.0
3910,Doctor Snodgrass (Earth-616),Public,,Female,Living,1989.0
3911,Doctor Stack (Earth-616),No Dual,Bad,Male,Deceased,1988.0
3912,Doctor Strasser (Earth-616),Public,Bad,Male,Deceased,1942.0
3913,Doctor Suki (Earth-616),Public,Bad,Male,Living,1942.0
3914,Doctor Suki (II) (Earth-616),Public,Bad,Male,Living,1943.0
3915,Doctor Sun (Earth-616),Secret,Bad,Male,Deceased,1974.0
3916,Doctor Tambura (Earth-616),Secret,Good,Male,Deceased,1979.0
3917,Doctor Tannenbaum (Earth-616),,Bad,Male,Living,2005.0
3918,Doctor Throttle (Earth-616),Secret,Bad,Male,Living,1945.0
3919,Doctor Togu (Earth-616),Public,Bad,Male,Deceased,1942.0
3920,Doctor Tramma (Earth-616),,Bad,Female,Living,2008.0
3921,Doctor Van Eyck (Earth-616),,Good,Male,Deceased,1965.0
3922,Doctor Watson (Earth-616),Public,Good,Male,Living,1940.0
3923,Doctor Weems (Earth-616),Secret,Bad,Male,Deceased,1941.0
3924,Doctor Weird (Earth-616),Secret,Bad,Male,Living,
3925,Doctor Weisman (Earth-616),,Bad,Female,Living,1995.0
3926,Doctor Yen (Earth-616),,Bad,Male,Living,1966.0
3927,Doctor Yesterday (Earth-616),Secret,Bad,Male,Living,1994.0
3928,Doctor Yokotio (Earth-616),Public,Bad,Male,Deceased,1944.0
3929,Doctor Zeus (Earth-616),Secret,Bad,Male,Living,1997.0
3930,Doctor von Helstog (Earth-616),Public,Bad,Male,Deceased,1945.0
3931,Doctorangutan (Earth-616),Public,Bad,Male,Deceased,2003.0
3932,Doe Eyes (Earth-616),Public,Good,Female,Living,1954.0
3933,Doeke Riebeeck (Earth-616),Public,Bad,Male,Living,1989.0
3934,Dog (China Force) (Earth-616),Secret,,Male,Living,
3935,Dog Logan (Earth-616),No Dual,Bad,Male,Living,2001.0
3936,Doggerel (Earth-616),,Bad,Male,Living,1994.0
3937,Dogma (Earth-616),Secret,Bad,Male,Living,2002.0
3938,Doka (Snakeroot) (Earth-616),Secret,Bad,Male,Deceased,1993.0
3939,Doktor Schwartz (Earth-616),,,Male,Living,1987.0
3940,Dolly Donahue (Earth-616),Public,Good,Female,Living,1980.0
3941,Dolly Donohue (Earth-616),Public,Good,Female,Living,1980.0
3942,Dolores Downing (Earth-616),,,Female,Deceased,2011.0
3943,Dolph Dongen (Earth-616),,,Male,Living,1996.0
3944,Domina (Earth-616),Secret,Bad,Female,Deceased,2000.0
3945,Dominex (Earth-616),,Bad,,Living,1999.0
3946,Domini (Earth-616),Secret,,Female,Living,1976.0
3947,Dominic Destine (Earth-616),Secret,Good,Male,Living,1994.0
3948,Dominic Dunsinane (Earth-616),Secret,Bad,Male,Living,1977.0
3949,Dominic Tyrone (Earth-616),Secret,Bad,Male,Deceased,1980.0
3950,Dominicus Pierce (Earth-616),,Neutral,Male,Living,2005.0
3951,Dominikos Petrakis (Earth-616),Secret,Neutral,Male,Deceased,1981.0
3952,Dominique Levant (Earth-616),,Bad,Male,Living,1998.0
3953,Dominor (Earth-616),,Bad,Male,Deceased,1986.0
3954,Dominor (Inhuman) (Earth-616),Public,,Male,Living,1972.0
3955,Dominus (Earth-616),,Bad,,Living,1966.0
3956,Domitian (Earth-616),Secret,Bad,Male,Living,1995.0
3957,Domo (Earth-616),No Dual,,Male,Living,1976.0
3958,Don (Lobster) (Earth-616),,Good,Male,Deceased,1987.0
3959,Don (Scuba) (Earth-616),,,Male,Living,1981.0
3960,Don Caldwell (Earth-616),Secret,Good,Male,Living,1942.0
3961,Don Heck (Earth-616),Public,Neutral,Male,Living,1968.0
3962,Don Hertz (Earth-616),Secret,Bad,Male,Living,1963.0
3963,Don Johnson (Earth-616),Public,Neutral,Male,Living,1988.0
3964,Don Jose Del Iturbide (Earth-616),Secret,Good,Male,Living,1952.0
3965,Don Marshall (Earth-616),Secret,Bad,Male,Deceased,1942.0
3966,Don Parisi (Earth-616),Secret,Neutral,Male,Living,2004.0
3967,Don Reinman (Earth-616),Secret,Bad,Male,Living,1941.0
3968,Don Remming (Earth-616),Secret,Neutral,Male,Living,1985.0
3969,Don Rigoletto (Earth-616),,Bad,Male,Deceased,1993.0
3970,Don Russell (Earth-616),Secret,Bad,Male,Living,1962.0
3971,Don Stevens (Earth-616),Secret,Good,Male,Deceased,1941.0
3972,Don Thomas (Earth-616),Secret,Neutral,Male,Deceased,1978.0
3973,Don Winston (Earth-616),,,Male,Living,
3974,Donald Birch (Earth-616),Secret,Bad,Male,Deceased,1965.0
3975,Donald Blake (Earth-616),No Dual,Good,Male,Living,1962.0
3976,Donald Blake (Heroes Reborn) (Earth-616),No Dual,Good,Male,Living,1996.0
3977,Donald Blake (Mystic Spell) (Earth-616),,,Male,Deceased,1994.0
3978,Donald Callahan (Earth-616),Secret,Bad,Male,Living,2000.0
3979,Donald Clendenon (Earth-616),Secret,Neutral,Male,Living,1992.0
3980,Donald Gill (Earth-616),Public,Neutral,Male,Living,1987.0
3981,Donald Jones (Earth-616),,Bad,Male,Living,1963.0
3982,Donald Lamaze (Earth-616),No Dual,Good,Male,Deceased,2013.0
3983,Donald McGill (Earth-616),Public,Bad,Male,Living,1986.0
3984,Donald Meland (Earth-616),No Dual,Good,Male,Living,2012.0
3985,Donald Menken (Earth-616),No Dual,Neutral,Male,Living,1983.0
3986,Donald Pierce (Earth-616),Secret,Bad,Male,Deceased,1980.0
3987,Donald Planet (Earth-616),,Bad,Male,Living,1982.0
3988,Donald Sample (Earth-616),Public,Good,Male,Deceased,1972.0
3989,Donald Smithfield (Earth-616),Public,Good,Male,Living,1992.0
3990,Donald Trask III (Earth-616),Public,Bad,Male,Deceased,2001.0
3991,Dondi Reese (Earth-616),Public,Neutral,Female,Living,2005.0
3992,Donna Altieri (Earth-616),,Good,Female,Living,2006.0
3993,Donna Bliss (Earth-616),Secret,,Female,Living,1999.0
3994,Donna Diego (Earth-616),Secret,Neutral,Female,Deceased,1993.0
3995,Donna Garth (Earth-616),Public,,Female,Living,1953.0
3996,Donna Kiel (Earth-616),,Neutral,Female,Living,2011.0
3997,Donna Maria Puentes (Earth-616),Public,Good,Female,Living,1977.0
3998,Donna Strange (Earth-616),Public,Neutral,Female,Living,1989.0
3999,Donna-Lee Dover (Earth-616),,Neutral,Female,Living,1976.0
4000,Donovan Gorman (Earth-616),Public,Good,Male,Living,1940.0
4001,Donovan Zane (Earth-616),Public,Bad,Male,Living,1997.0
4002,Dontrell Hamilton (Earth-616),Secret,Bad,Male,Living,1975.0
4003,Donyell Taylor (Earth-616),Secret,Good,Male,Living,1993.0
4004,Doombot (Avenger) (Earth-616),Public,Good,Male,Living,
4005,Doombringer (Earth-616),Secret,Bad,,Living,1997.0
