Name,Identity,Alignment,Gender,Status,Year
Doomsman II ,Public,Bad,Male,Living,1975
Doop ,No Dual,Good,Male,Living,2001
Dora Scott ,Public,Bad,,Living,1948
Doreen Green ,Public,Good,Female,Living,1991
Dorhun ,,Good,,Living,2009
Dorian ,Public,Bad,Male,Living,1997
Dorian Murdstone ,Public,Bad,Male,Living,1963
Doris ,Public,Neutral,Female,Living,
Doris Evans ,Public,Good,Female,Living,1963
Doris Evans ,,Good,Female,Living,1999
Doris Horton ,No Dual,Good,Female,Living,1943
Doris Jacquet ,,Good,Female,Living,1994
Doris Pym ,Public,Good,Female,Living,
Doris Raxton ,,,Female,Living,1965
Doris Urich ,No Dual,,Female,Deceased,1980
Dorma ,Secret,Neutral,Female,Living,1991
Dorma ,No Dual,Neutral,Female,Deceased,1939
Dorma ,,,Female,Deceased,1996
Dormammu ,No Dual,Bad,Male,Living,1964
Dormouse ,,Bad,Male,Living,1998
Dorothy Alleyne ,Secret,Good,Female,Living,2003
Dorothy Cardoza ,Secret,Good,Female,Living,2006
Dorothy Walker ,Public,Bad,,Deceased,1944
Dorrek ,No Dual,Neutral,Male,Living,1975
Dorrek VII ,Public,Bad,Male,Deceased,1963
Dorrek VIII ,Public,Good,Male,Living,2005
Dotty Benson ,Public,Neutral,Female,Living,1945
Double Helix ,Secret,Good,,Living,2001
Double Trouble ,Secret,Neutral,Female,Living,1993
Double-Beard ,Secret,Bad,Male,Living,1943
Doug ,Secret,Bad,Male,Living,
Doug Johnson ,Public,Good,Male,Deceased,1942
Doug Johnson III ,Public,Neutral,Male,Deceased,2010
Doug Powell ,,Good,Male,Living,1990
Doug Taggert ,Secret,Good,Male,Deceased,2005
Doug Thompson ,Public,Good,Male,Deceased,1983
Doug and Jerry ,Secret,Neutral,Male,Living,2006
Doughboy ,,,Agender,Living,1977
Douglas Birely ,Public,Bad,Male,Living,1977
Douglas Carmody ,Public,Bad,Male,Living,1984
Douglas Hutchinson ,Secret,,Male,Living,1994
Douglas MacArthur ,Public,Good,Male,Living,1942
Douglas Ramsey ,Secret,Good,Male,Living,1984
Douglas Rockwell ,,Bad,Male,Living,1987
Douglas Scott ,Secret,Bad,Male,Living,1981
Douglas van Horn ,Secret,Bad,Male,Living,1945
Dovina ,,,Female,Living,1991
Doyle ,Public,,Male,Deceased,2012
Doyle Denton ,Secret,Good,Male,Living,1940
Dr Thaxton ,,Bad,Male,Deceased,1968
Dr'zzt ,Secret,,Male,Living,
Dr. Bob ,Public,,Male,Living,1999
Dr. Burke ,Public,,Female,Living,2008
Dr. Jenner ,Public,Bad,Male,Deceased,
Dr. Lang ,Secret,Bad,Male,Living,1939
Dr. Matsuzaki ,,Neutral,Female,Living,2011
Dr. Molinari ,,,Male,Living,1968
Dr. Yao ,Public,,Male,Living,1996
Draconis ,Secret,Bad,Male,Living,2007
Dracus ,No Dual,Bad,Male,Living,1974
Drago ,Public,,Male,Deceased,
Dragon ,,,Female,Living,1984
Dragon ,Secret,Bad,Male,Living,2010
Dragon Lord's son ,No Dual,Good,Male,Living,1980
Dragon Lords of Kakarantharnia ,,,,Living,
Dragon Man ,No Dual,Good,Male,Living,1965
Dragon of the Moon ,Secret,Bad,,Living,1984
Dragona ,Secret,Good,Female,Living,1979
Dragonfire ,,,Male,Deceased,1979
Dragonfly ,,,,Living,1996
Dragonrider ,Public,Bad,Female,Living,1984
Dragonus ,,Bad,Male,Living,1973
Dragonwing ,Secret,Bad,Male,Living,1999
Dragoom ,,Bad,Male,Living,1960
Dragoon ,Secret,Good,Male,Deceased,2012
Dragorr ,Secret,Bad,Male,Living,1967
Drake Maluski ,Secret,Bad,Male,Deceased,1940
Drake Previn ,Secret,Neutral,Male,Living,1983
Drake Shannon ,Secret,Bad,Male,Deceased,1973
Drako ,Public,Bad,Male,Living,1967
Dram ,Public,Bad,Male,Deceased,1941
Drang ,Secret,Bad,Male,Living,2003
Drasil ,Public,Bad,Male,Deceased,1994
Draxon ,Public,Bad,Male,Deceased,1970
Dray ,,Bad,Male,Living,2008
Drayson ,No Dual,Neutral,Female,Living,1939
Dread ,Secret,Bad,Male,Deceased,1994
Dreadface ,Secret,Bad,Male,Living,1991
Dream Master ,Secret,Bad,Male,Living,1949
Dreaming Maiden ,,,Female,Living,2012
Dreamqueen ,Secret,Bad,Female,Living,1988
Dreamstalker ,,Bad,,Living,1963
Dredmund Cromwell ,Public,Bad,Male,Living,1966
Dreldan ,Public,,Male,Living,1997
Drew Daniels ,Secret,Good,Male,Living,1976
Drew Geraci ,,,Male,Living,1995
Drexel ,No Dual,Bad,Male,Living,2009
Drexel Cord ,No Dual,Neutral,Male,Deceased,1968
Drexxon ,Secret,Bad,Male,Living,1979
Dreyfus Gultch ,No Dual,,Male,Living,1976
Drill ,,Bad,Male,Living,1990
Drive ,Secret,Good,Male,Living,
Driver ,Public,,Male,Living,2002
Driver Reese ,,Neutral,Female,Deceased,2011
Dro'ge Fenu Edu ,Public,Bad,Male,Living,2008
Drom ,Public,,Male,Living,1966
Drom ,Secret,Bad,Male,Deceased,1975
Dromedan ,,Bad,Male,Living,1977
Drone ,Secret,,,Living,
Droog ,,,Male,Living,1975
Droom ,Public,Bad,Male,Deceased,1960
Drowning Shadow ,Secret,Bad,Male,Living,2010
Druek Lovosno ,Public,Bad,Male,Deceased,2009
Druig ,Secret,,Male,Living,1977
Drums Toggins ,,Bad,Male,Living,1943
Drusilla ,Public,Good,Female,Living,2013
Dry ,Secret,Bad,Female,Living,1994
Dryminextes ,,Bad,,Living,1975
Du Ke Feng ,Public,Bad,Male,Deceased,2013
DuPrey ,Secret,Bad,Male,Deceased,1995
Duamutef ,Secret,Bad,Male,Living,1971
Duane Freeman ,Public,Good,Male,Living,1998
Duane Wilson ,Public,Good,Male,Deceased,1970
Dubose Wilson ,,Bad,Male,Living,1991
Duc No Tranh ,Secret,Good,Male,Living,1988
Ducalon ,Public,Bad,Male,Living,1971
Ducharme ,Secret,Bad,Female,Living,1974
Dude Jensen ,,Bad,Male,Living,1974
Duke Mannery ,Secret,Bad,Male,Deceased,1974
Duke O'Dowd ,Secret,,Male,Living,1993
Dulb ,,,Male,Living,1982
Dull Knife ,Public,Good,Male,Living,1954
Dulpus ,Secret,Bad,Male,Living,2001
Dum-Dum ,,,,Living,1941
Duncan Corley ,Public,Neutral,Male,Living,1974
Duncan Kilgore ,Public,Good,Male,Living,2013
Duncan Sebast ,Public,,Male,Deceased,2002
Duncan Vess ,Public,,Male,Living,1999
Dunleavy ,Public,,Male,Living,1997
Dunn ,Public,,Male,Living,1966
Duntumbla ,No Dual,Neutral,,Living,1994
Dupen'th ,Public,,Male,Living,1988
Durango the Killer ,Public,Bad,Male,Living,1948
Durok ,,Bad,Male,Deceased,1971
Duron ,Public,Neutral,Male,Deceased,1972
Dusk ,,Bad,,Living,1994
Dusk ,,Bad,Female,Living,1993
Dust ,,Bad,Male,Living,1985
Dutch Hansen ,No Dual,Bad,Male,Deceased,1939
Dutch Rosenblatt ,No Dual,Bad,Male,Living,1990
Dutta ,,Bad,Male,Living,1985
Duvid Fortunov ,Public,Good,Male,Living,1975
Dwaine Hess ,Secret,Bad,Male,Living,1988
Dwarf ,Secret,Bad,Male,Living,1992
Dwayne Taylor ,Secret,Good,Male,Deceased,1989
Dweller-in-Darkness ,Secret,Bad,Male,Living,1974
Dwight D. Eisenhower ,No Dual,Good,Male,Living,
Dwight Faron ,Public,Bad,Male,Living,1993
Dwight Hubbard ,Secret,Bad,Male,Living,1990
Dwight Stanford ,Public,,Male,Living,1979
Dyke ,,Good,Female,Living,1990
Dykon ,,,Male,Living,1989
Dylan Maguire ,Public,Good,Male,Living,2002
Dylan Mason ,No Dual,Good,Male,Living,
Dylon-Cir ,Secret,Bad,Male,Deceased,1993
Dymphna ,,,Female,Living,1994
Dynamic Man ,Secret,Bad,Male,Deceased,1940
Dynamo ,Secret,Good,Male,Living,
Dynorr ,Public,,Male,Living,1969
Dyskor ,,Bad,Male,Living,1993
Dyvyne ,Public,Bad,Male,Living,1985
Dzemal ,Secret,,Male,Living,2004
Dzirot ,Public,Bad,Male,Deceased,2008
Dzyan ,,,,Living,2007
E.B. Farrell ,Secret,Good,Male,Living,2000
E.V.A. ,Secret,Good,Female,Living,2002
Ea ,Secret,Neutral,,Living,2008
Eadmund Porlock ,Public,Bad,Male,Living,1992
Eagle ,Public,Good,Male,Living,1954
Eagle ,Public,Good,Male,Living,1956
Eagle ,Public,Good,Male,Living,1942
Eaglus ,Secret,,Male,Living,1974
Eamon O'Donnell ,Public,Good,Male,Living,1976
Eamonn ,,Good,Male,Deceased,2000
Earl ,Public,,Male,Living,1996
Earl Cowan ,Public,Bad,Male,Living,1980
Earl Everett ,Secret,Good,Male,Living,1940
Earl Flatt ,Secret,Bad,Male,Living,1995
Earl Gustav ,Public,Bad,Male,Living,2005
Earth ,,Neutral,,Living,1981
Earthquake ,Secret,Neutral,Male,Living,1980
Ebeneezer Wallaby ,Public,Neutral,Male,Living,1967
Ebenezer Laughton ,Secret,Bad,Male,Living,1964
Eblis ,Secret,Bad,Male,Living,1982
Ebony ,Secret,Good,,Living,1970
Ebony ,Public,Good,Male,Living,1996
Ebony Maw ,No Dual,Bad,Male,Living,
Ebora ,,Bad,Female,Living,1972
Ebrok ,,,Male,Living,1974
Ecce ,,Neutral,Male,Living,1969
Eclecta ,Secret,Neutral,Female,Living,2000
Ecliptic ,Secret,Bad,Female,Living,1997
Ed ,Secret,Neutral,Male,Living,
Ed Clements ,No Dual,Neutral,Male,Living,1947
Ed Croesus ,Public,Bad,Male,Living,1976
Ed Delaney ,Public,Bad,Male,Living,1942
Ed Fallon ,,Bad,Male,Living,1946
Ed Gross ,Public,Neutral,Male,Living,2005
Ed Hugo ,Public,Bad,Male,Deceased,1949
Ed Jordan ,Public,Neutral,Male,Deceased,1945
Ed Kivlin ,,Bad,Male,Deceased,1940
Ed Koch ,Public,Neutral,Male,Living,1979
Ed Marrero ,Public,Good,Male,Living,1990
Ed McMahon ,Public,Neutral,Male,Living,1967
Ed Rutgers ,Public,Neutral,Male,Deceased,1945
Ed Sampson ,No Dual,Bad,Male,Deceased,1947
Ed Turtle ,Public,Bad,Male,Living,1944
Ed Wheeler ,Public,Good,Male,Living,1983
Edam ,,,Male,Living,1965
Edan Younge ,No Dual,Bad,Male,Living,
Edda ,,Neutral,Male,Living,1991
Eddie ,Public,Good,Male,Living,1990
Eddie ,Public,,Male,Living,1988
Eddie Gunnam ,Public,Neutral,Male,Living,2007
Eddie Lorey ,Secret,Bad,Male,Living,1942
Eden Fesi ,Secret,Good,Male,Living,2009
Edgar Elliot ,Secret,Bad,Male,Living,1947
Edgar Lascombe ,Secret,Bad,Male,Living,2005
Edgar Plunder ,Secret,Bad,Male,Living,1966
Edie Eisenhardt ,,Good,Female,Deceased,2008
Edith Alton ,Public,Good,Female,Living,1940
Edith Barton ,Public,Neutral,Female,Living,
Edith Harker ,No Dual,Bad,Female,Living,1973
Edith Harper ,,,Female,Deceased,2008
Edith Sawyer ,Secret,Good,Female,Deceased,2001
Editor ,Secret,Bad,Male,Living,1991
Edmond Atkinson ,,Good,Male,Living,1997
Edmond Winshed ,Public,Neutral,Male,Deceased,1975
Edmund ,Public,,Male,Living,2008
Edmund ,Public,Neutral,Male,Deceased,2011
Edmund Heines ,No Dual,,Male,Deceased,2012
Edmund Kenyon ,Public,Bad,Male,Deceased,1946
Edna Andrews ,,Good,Female,Living,1965
Edna Staples ,Public,Good,Female,Deceased,1991
Eduardo Lobo ,Public,,Male,Deceased,1988
Edward Black Wolf ,Secret,Good,Male,Living,2008
Edward Brecker ,Public,Bad,Male,Living,2003
Edward Brock ,Public,Neutral,Male,Living,1986
Edward Buckman ,Secret,Bad,Male,Deceased,1987
Edward Burk ,Public,Bad,Male,Living,1944
Edward Cobert ,Public,Bad,Male,Living,1983
Edward Cross ,Public,Bad,Male,Living,1989
Edward Culhaney ,No Dual,Neutral,Male,Deceased,1975
Edward Czerniak ,,Good,Male,Living,1981
Edward Dyson ,Secret,Good,Male,Living,1992
Edward Elmgren ,Secret,Bad,Male,Deceased,1942
Edward Ferbel ,,Neutral,Male,Living,1981
Edward Forsyth ,Secret,Bad,Male,Deceased,1969
Edward Gardner ,Public,Neutral,Male,Living,1985
Edward Harrison ,,Good,Male,Living,1962
Edward Lansing ,No Dual,Bad,Male,Deceased,1976
Edward Lansky ,Public,Neutral,Male,Living,1976
Edward Lavell ,Public,Bad,Male,Living,1983
Edward Lavender ,,Good,Male,Living,1980
Edward Leeds ,Secret,Neutral,Male,Deceased,1964
Edward Magee ,,Bad,Male,Living,
Edward March ,Public,Good,Male,Living,1970
Edward Marks ,Public,Good,Male,Living,
Edward McDonough ,Secret,Good,Male,Deceased,1998
Edward Mulligan ,,Neutral,Male,Living,2004
Edward Passim ,,,Male,Living,1993
Edward Pasternak ,Secret,Bad,Male,Deceased,1986
Edward Randlebuck ,Secret,Good,Male,Living,2006
Edward Stanford ,,Bad,Male,Living,1981
Edward Stark ,Public,Good,Male,Living,
Edward Tancredi ,Secret,Good,Male,Deceased,2004
Edward Vance ,,,Male,Living,2005
Edward Vanelli ,,Bad,Male,Living,1991
Edward Whelan ,Secret,Neutral,Male,Living,1982
Edward Williams ,Secret,Bad,Male,Living,1987
Edward Windhart ,,Bad,Male,Living,1989
Edward Wong ,Secret,Good,Male,Living,1995
Edwin Cord ,No Dual,Neutral,Male,Living,1980
Edwin Jarvis ,No Dual,Good,Male,Living,1964
Edwin Jarvis ,Secret,Bad,Male,Deceased,2005
Edwin Martynec ,Secret,Bad,Male,Living,1997
Edwin Maxwell ,Public,Good,Male,Living,1979
Eel ,Secret,Bad,Male,Deceased,1943
Eel ,Secret,,Male,Living,1989
Eelak ,No Dual,Good,Male,Living,1995
Eelar ,Secret,Neutral,,Living,1975
Eenie-Meenie ,Secret,Good,Male,Living,1943
Effex ,Secret,Bad,Male,Deceased,1996
Efrain Normas ,Secret,Bad,Male,Living,1994
Egeus ,No Dual,Bad,Male,Living,1975
Egg-Head ,,Bad,Male,Living,1942
Eggbreaker ,,,,Deceased,2006
Egghead ,Secret,Bad,Male,Living,1989
Egghead ,,Bad,Male,Living,2009
Egghead's Android ,,Bad,,Living,1964
Eglantina Punnett ,Public,Good,Female,Living,1996
Egma ,,Neutral,Male,Living,1991
Ego ,No Dual,,Male,Living,1966
Ego Prime ,,,,Living,1972
Egon ,,,Male,Deceased,1994
Egron Allov ,,,Male,Living,1971
Ehrthold ,Secret,Bad,Male,Living,1975
Eileen Conroy ,Public,Good,Female,Living,1941
Eileen Harsaw ,Secret,Bad,Female,Living,1992
Eileen Snakard ,Secret,Bad,Female,Living,1988
Eilif ,,Good,Male,Living,1984
Eimin Worthington ,Secret,Bad,Female,Deceased,2013
Einar ,,,,Living,1986
Eisenhower Canty ,Secret,Good,Male,Living,1992
Eitri ,Public,Good,Male,Living,1983
Ejulp ,Secret,,Male,Living,1999
Ekak ,,Bad,Male,Living,1996
Ekatarina Gryaznova ,Secret,Bad,Female,Deceased,1997
Ekho ,Secret,,Female,Living,1948
Ekl'r ,,Bad,Male,Living,1990
El Alemain ,Public,Good,Male,Living,1955
El Caiman ,Secret,Bad,Male,Deceased,1988
El Chupacabra ,Secret,Neutral,Male,Living,2007
El Condor ,,Good,,Deceased,1995
El Diablo ,Public,Bad,Male,Living,1955
El Dorado ,Secret,Bad,Male,Living,2006
El Uno ,Secret,Bad,Male,Deceased,1997
El-Ta ,Public,Neutral,Female,Living,2010
Elaine ,Public,Neutral,Female,Living,2006
Elaine Banner ,,,Female,Deceased,1981
Elaine Clayton ,No Dual,Neutral,Female,Living,1947
Elaine Coll ,,Bad,Female,Living,1995
Elaine Grey ,Public,Good,Female,Deceased,1964
Elaine Kendrick ,,Good,Female,Living,2001
Elaine McLaughlin ,Secret,Bad,Female,Deceased,1970
Elalyth ,Secret,Good,Female,Living,1995
Elanna ,Public,Good,Female,Living,1973
Elata ,Public,Bad,Female,Living,1983
Elathan ,Secret,Bad,Male,Living,1982
Eldest ,Secret,Bad,,Living,2007
Eldrac ,Secret,Good,Male,Living,2010
Eldred ,,,Male,Living,1989
Eleanor Bennett ,No Dual,Good,Female,Living,2013
Eleanor Bishop ,Public,Neutral,Female,Deceased,2005
Eleanor Grey ,,,Female,Deceased,1994
Eleanor Sanford ,Public,Good,Female,Living,2002
Elec'trix ,,,,Living,1992
Electric Eve ,Secret,,Female,Living,2002
Electrisha ,,,Female,Living,2005
Electro ,,Good,,Living,1940
Electron ,Secret,Neutral,Male,Living,1977
Electron ,Secret,Bad,Male,Living,1978
Electryon ,Secret,Bad,Male,Living,1999
Elejea ,Secret,Good,Female,Living,1999
Elektra Natchios ,Secret,Neutral,Female,Living,1981
Elektro ,Public,Neutral,Male,Living,1961
Elematrix ,,Bad,,Living,1991
Elena ,Secret,Neutral,Female,Deceased,2005
Elena King ,Secret,Bad,Female,Living,1946
Elena von Lundt ,Secret,Bad,Female,Living,1986
Elendil ,,,,Living,1964
Eleonore Brant ,No Dual,Neutral,Female,Living,1963
Elephantine ,Secret,,Male,Living,1980
Eleven ,Secret,Bad,Female,Living,1995
Eleyn ,,,Female,Living,1994
Elfqueen ,Secret,,Female,Living,1981
Eli Hatcher ,Secret,Bad,Male,Deceased,
Eli McIntyre ,Public,Good,Male,Living,1992
Elianne Turac ,No Dual,Bad,Female,Deceased,1974
Elias Bogan ,Secret,Bad,Male,Living,2003
Elias Flynn ,Secret,Bad,Male,Deceased,1995
Elias Hargrove ,Public,,Male,Living,1993
Elias Hudson ,Public,Neutral,Male,Deceased,2009
Elias Schleigal ,Secret,,Male,Living,1976
Elias Spector ,No Dual,Neutral,Male,Living,1984
Elias Weams ,,Neutral,Male,Living,1963
Elias Wirtham ,Known to Authorities,Good,Male,Living,1990
Elihas Starr ,Public,Bad,Male,Deceased,1962
Elijah Bradley ,Secret,Good,Male,Living,2005
Elijah Cross ,Public,Bad,Male,Deceased,2007
Elijah Jackson ,Public,Good,Male,Living,1994
Eliminator ,,Bad,Male,Living,
Elinor von Drei ,No Dual,Bad,Female,Living,1943
Elio Angelopolous III ,Public,Bad,Male,Living,1992
Elio Angelopoulus III ,,,,Living,1992
Eliot Franklin ,Public,,Male,Living,1962
Eliot Franklin ,Public,Bad,Male,Living,1974
Eliot Villagran ,Public,Good,Male,Living,1991
Eliphas ,Secret,Bad,Male,Deceased,2008
Elisabeth Wilford ,Public,Good,Female,Living,1976
Elisbeth von Strucker ,,Bad,Female,Deceased,2005
Elise Bloodstone ,Public,Neutral,Female,Deceased,2001
Elise Winters ,,Bad,Female,Deceased,1946
Elistis Diggenwell ,Public,Neutral,Male,Living,1948
Elite ,Secret,Good,Male,Deceased,2000
Eliza Robbins ,,Neutral,Female,Living,2002
Elizabeth Alain ,No Dual,Neutral,Female,Deceased,
Elizabeth Barstow ,Secret,Good,Female,Living,1941
Elizabeth Benning ,,Neutral,Female,Living,2007
Elizabeth Bliss ,Secret,Bad,Female,Living,1999
Elizabeth Bondi ,Secret,Good,Female,Living,2002
Elizabeth Braddock ,Secret,Neutral,Female,Living,1976
Elizabeth Braddock ,Secret,Bad,Female,Deceased,
Elizabeth Braddock ,Secret,Bad,,Deceased,1991
Elizabeth Brant ,No Dual,Good,Female,Living,1963
Elizabeth Guthrie ,Public,Good,Female,Living,1986
Elizabeth Hudson ,No Dual,Neutral,Female,Deceased,2001
Elizabeth II ,No Dual,Good,Female,Living,1943
Elizabeth Keller ,,,Female,Living,2005
Elizabeth Kendal ,Public,Neutral,Female,Living,2003
Elizabeth Lavenza ,Public,Neutral,Female,Deceased,1973
Elizabeth Lockhart ,,Bad,Female,Deceased,
Elizabeth Nixon ,,Neutral,Female,Living,2003
Elizabeth Rawson ,Secret,Bad,Female,Living,1990
Elizabeth Ross ,No Dual,,Female,Living,1972
Elizabeth Ross ,Public,Good,Female,Living,1962
Elizabeth Ross ,Public,Good,Female,Living,1996
Elizabeth Shaw ,Public,,Female,Deceased,2000
Elizabeth Sooner ,Public,Good,Female,Living,2007
Elizabeth Twoyoungmen ,Secret,Good,Female,Living,1983
Elizabeth Tyne ,,Good,Female,Living,1995
Elizabeth Vaughn ,,Good,Female,Living,2006
"Elizabeth \""Betsy\"" Ross ",Secret,Good,Female,Living,1941
Ella ,Secret,Neutral,Female,Living,1995
Ella Pinkwater ,,Neutral,Female,Living,1991
Ella Whitby ,No Dual,,Female,Deceased,2011
Ellegua ,Public,Good,Male,Living,1990
Ellen Brandt ,No Dual,Neutral,Female,Living,1971
Ellen Hibbert ,Public,Good,Female,Living,1997
Elli ,,,,Living,1978
Ellie Jones ,Public,,Female,Living,1989
Ellie Phimister ,Secret,Neutral,Female,Deceased,2001
Ellie Roberts ,,,Female,Living,1972
Ellis Kincaid ,Public,Neutral,Male,Living,2005
Ellis Love ,Secret,Good,Female,Living,2010
Ellison Payton ,Public,,Male,Living,1998
Elloe Kaifi ,Public,,Female,Living,2006
Ellsworth Johnson ,Public,Bad,Male,Living,2008
Elmar Radd ,Public,,Female,Deceased,1991
Elmer ,Secret,Bad,Male,Living,1954
Elmer Bright ,No Dual,Bad,Male,Living,1946
Elmer Gore ,Public,Bad,Male,Living,1989
Elmore Beck ,Public,,Male,Living,1999
Elphane ,Public,Good,Female,Deceased,2010
Elric Freedom ,Secret,,Male,Living,2000
Els Udonta ,Secret,Good,Female,Living,2010
Elsa Bloodstone ,Public,Good,Female,Living,2001
Elsa Chandler ,Public,Neutral,Female,Living,1994
Elsbeth Kleinenshvitz ,Public,Good,Female,Deceased,2007
Elsie Carson ,Public,Bad,Female,Living,1983
Elsie Dee ,No Dual,Good,Female,Living,1991
Elsie Gertz ,,Good,Female,Living,1985
Elsie Grimm ,,Neutral,Female,Living,1983
Elsie Manning ,,Good,Female,Living,
Elspeth Cromwell ,Public,Bad,Female,Deceased,1985
Elton Healey ,Secret,Bad,Male,Deceased,1983
Elton Morrow ,Secret,Good,Male,Living,1941
Eluke ,Public,Good,Male,Deceased,1980
Elvin Haliday ,Secret,Good,Male,Living,1990
Elvis Presley ,Public,Neutral,Male,Living,1993
Elwood ,,Good,Male,Living,1998
Elyse Nelson ,,Bad,Female,Living,1988
Elysia ,Secret,Bad,Female,Deceased,2000
Elysius ,Secret,Good,Female,Living,1978
Embyrre ,,Good,Female,Living,1993
Emelia Witherspoon ,Public,Good,Female,Living,1991
Emeneya Nkrumah ,,Bad,Male,Living,1994
Emerson Bale ,No Dual,Good,Male,Living,1976
Emery Arceneaux ,,,Male,Deceased,2005
Emery Schaub ,Known to Authorities,Good,Male,Living,2008
Emil Blonsky ,Secret,Bad,Male,Living,1967
Emil Cullen ,Secret,Bad,Male,Deceased,1941
Emil Fontaine ,,,Male,Living,1982
Emil Frank ,Public,Good,Male,Deceased,1941
Emil Gar ,Public,Bad,Male,Deceased,1940
Emil Gregg ,,Neutral,Male,Living,1985
Emil Lapin ,Secret,Good,Male,Living,1995
Emil Natas ,Public,Bad,Male,Deceased,1944
Emil Nikos ,No Dual,Bad,Male,Living,1971
Emil Stein ,,Bad,Male,Living,1995
Emil Winston ,,Good,Male,Living,2006
Emile Klout ,No Dual,,Male,Living,1976
Emilee Freeman ,Public,Neutral,Female,Living,2008
Emilie Scholz ,,Good,Female,Living,1996
Emilio Diaz ,Public,Good,Male,Living,1951
Emilio Layton ,Public,,Male,Living,1988
Emily Flood ,No Dual,,Female,Living,2005
Emily Osborn ,No Dual,Neutral,Female,Deceased,1991
Emily Preston ,No Dual,Good,Agender,Living,2013
Emily Walker ,Public,Good,Female,Living,1988
Emit Erut-Uf ,Secret,Good,Male,Living,1951
Emma ,,Neutral,Female,Deceased,2000
Emma Blaze ,Public,Good,Female,Living,1992
Emma Burstein ,Public,Good,Female,Living,1981
Emma Collins ,No Dual,Good,Female,Living,1977
Emma Frost ,Public,Neutral,Female,Living,1980
Emma Frost ,Secret,Bad,Female,Deceased,2008
Emma Malone ,Secret,Good,Female,Living,1993
Emma Steed ,No Dual,Bad,Female,Living,1996
Emma Tolliver ,Public,,Female,Living,1999
Emma la Porte ,Public,Good,Female,Living,1986
Emmael ,Secret,Good,Male,Living,2007
Emmaline Watanabe ,Public,Good,Female,Living,1990
