,Name,Connections,Identity,Alignment,Gender,Status,Year
2204,"Carson, Lt. Paul",21,,,,,
2205,Queen Knorda,21,,,,,
2206,Ree,21,,Good,Male,Living,1991.0
2207,Jam,21,Public,Good,Female,Living,1997.0
2208,Behemoth,21,,,,Living,1966.0
2209,"Byrnes, Tim",21,,,,,
2210,Archer,21,,,,,
2211,"Craig, Rev.",21,,,,,
2212,Crimson Dynamo Vi,21,,,,,
2213,Bushmaster,21,,,,,
2214,"Anderson, Chief Magi",21,,,,,
2215,Replicus,21,,,,,
2216,"Burley, Mike",21,,,,,
2217,"Bunyan, Paul",21,,,,,
2218,Absalom,21,Secret,,Male,Deceased,1992.0
2219,Sunstroke,21,,,,,
2220,Sister Dream,21,,,,,
2221,Pisces Ii,21,,,,,
2222,Aurora Doppelganger,21,,,,,
2223,Saul,21,,,,,
2224,"Chatterton, Dave",21,,,,,
2225,Marionette,21,,,,,
2226,Word Ii,21,,,,,
2227,Voyager,21,,Bad,Male,Living,1993.0
2228,Orb,21,Secret,Bad,Male,Deceased,2011.0
2229,Hunter In Darkness,21,,,,,
2230,Big Casino,21,Secret,Bad,Male,Deceased,2000.0
2231,Nakka,21,No Dual,Neutral,Male,Living,1991.0
2232,Airborne,21,,Bad,Female,Living,1998.0
2233,"Avril, Sally",21,,,,,
2234,Marx,21,Public,Good,Male,Living,1981.0
2235,"Chung, Lao Wei",21,,,,,
2236,"Gerasi, Don Mario",21,,,,,
2237,"Parker, May Ii",21,,,,,
2238,Master Menace,21,,,,,
2239,"Hsu, Chen",21,,,,,
2240,Scanner Ii,21,,,,,
2241,"Clark, John",21,,,,,
2242,"Kemel, Mehmet",21,,,,,
2243,Tobias,21,Public,Bad,Male,Living,1994.0
2244,Hoopsnake,21,Secret,Bad,Male,Living,1999.0
2245,Zaran Ii,21,,,,,
2246,Key,21,,,,,
2247,Needle,21,,,,,
2248,Lancer,21,,,,,
2249,Neifi [Inhuman],21,,,,,
2250,"Parker, Ben",21,,,,,
2251,"Drake, Madeline Beat",21,,,,,
2252,"Chandler, Peggy",21,,,,,
2253,Kamal,21,,,,,
2254,Spikey,21,,Bad,Male,Living,1998.0
2255,"Astrovik, Arnold",21,,,,,
2256,"Fondozzi, Mickey",21,,,,,
2257,Chakra,21,Secret,,Female,Living,1994.0
2258,"Briggs, Agent Stepha",21,,,,,
2259,Patriot,21,Secret,Bad,Male,Living,
2260,Warpy,21,,Bad,Male,Living,1998.0
2261,Forge | Mutant X-Ver,21,,,,,
2262,King Bedlam,21,,,,,
2263,"Parker, Richard (Rob",21,,,,,
2264,Delphos,21,Secret,Neutral,Female,Living,2000.0
2265,Taifu,21,,,,,
2266,Fire Eater,21,,,,,
2267,Tempus,21,,,,,
2268,Trader,21,Secret,,Male,Deceased,2002.0
2269,Man-Mountain Marko,21,,,,,
2270,"Croix, Ashley",21,,,,,
2271,"Bazin, Broderick Ric",20,,,,,
2272,"Zafar, Officer Jimmy",20,,,,,
2273,"Holiday, Jordan",20,,,,,
2274,Master Programmer,20,,,,,
2275,"Howard, Professor Ma",20,,,,,
2276,"Vaughan, Mrs.",20,,,,,
2277,"Henry, John",20,,,,,
2278,Amazon,20,Secret,Good,Female,Living,2000.0
2279,"Lebeau, Jacque",20,,,,,
2280,Wibbow,20,No Dual,Neutral,Male,Living,2000.0
2281,"Jackson, Brent",20,,,,,
2282,"Armbruster, Colonel ",20,,,,,
2283,"Ishihara, Zoe",20,,,,,
2284,"Kraus, Dr. Freideric",20,,,,,
2285,"Kurasov, Simyon Bori",20,,,,,
2286,"Jones, Timothy",20,,,,,
2287,Argos,20,,Good,Male,Living,2007.0
2288,Mexxa Rien,20,No Dual,Neutral,Female,Living,1996.0
2289,Levan,20,,Bad,Male,Living,1985.0
2290,"Walker, Mickey",20,,,,,
2291,Martinex,20,,,,,
2292,"Martinez, Isadora",20,,,,,
2293,Kaspin,20,,,,,
2294,Angel Iv,20,,,,,
2295,Asylum,20,Secret,Bad,,Living,2009.0
2296,Volx,20,Public,Bad,Female,Deceased,1983.0
2297,Mercury Ii,20,,,,,
2298,"Mann, Dr. J. Vernon ",20,,,,,
2299,"Menninger, Clara",20,,,,,
2300,Thor | Mutant X-Vers,20,,,,,
2301,Erbium,20,,Bad,,Living,1997.0
2302,"Cire, Manuel",20,,,,,
2303,"Delgado, Rufus",20,,,,,
2304,Thermite,20,,,,,
2305,"Rubino, Steve Headse",20,,,,,
2306,Gamesmaster,20,,,,,
2307,"Ryker, Harlan",20,,,,,
2308,"Cherryh, Randolph Wi",20,,,,,
2309,Gaunt Ii,20,,,,,
2310,"O'Hara, Robert Irong",20,,,,,
2311,"Saroyan, Neal",20,,,,,
2312,Genecide,20,,,Female,Living,1995.0
2313,Nuada,20,,,,,
2314,"Sole, Ransome",20,,,,,
2315,Darco,20,Secret,Good,Male,Living,1999.0
2316,Betty-6,20,,,,,
2317,Glom,20,Public,Neutral,,Living,1992.0
2318,Golden-Blade,20,,,,,
2319,Snagg,20,,Bad,Male,Living,1996.0
2320,Scratch,20,,,,,
2321,Grace,20,Secret,,Female,Living,2007.0
2322,"Sebastian, Marissa",20,,,,,
2323,Seesha,20,No Dual,Good,Female,Living,1975.0
2324,Necrom,20,,,,,
2325,Greasy,20,,Bad,Male,Living,1998.0
2326,Topspin,20,,,,,
2327,"Smith, Sir Denis Nay",20,,,,,
2328,Big One,20,,,,,
2329,Fu'Se,20,,,,,
2330,Frog-Man Ii,20,,,,,
2331,"Rommel, Edwin Romulu",20,,,,,
2332,Spymaster Ii,20,,,,,
2333,Ramonda,20,Public,Good,Female,Living,1989.0
2334,"Ramirez, Alma",20,,,,,
2335,Radium,20,,Bad,,Living,1997.0
2336,"Campbell, Meredith",20,,,,,
2337,Cadmium,20,,Bad,,Living,1997.0
2338,Punisher,20,,Bad,,Deceased,1966.0
2339,"Byrd, Nathaniel Alex",20,,,,,
2340,"Endo, Dr. Suzi",20,,,,,
2341,Stygian Starbender,20,,,,,
2342,Protocide,20,,,,,
2343,Steel Serpent,20,Public,Good,Male,Living,1975.0
2344,Protector Iii,20,,,,,
2345,Brutus,20,Secret,Bad,Male,Living,1991.0
2346,Carthus,20,Public,Neutral,Male,Living,1998.0
2347,"Fielding, Clarence",20,,,,,
2348,Firefight,20,,,,Living,1998.0
2349,Ricochet Rita,20,,,,,
2350,Fizgig,20,Secret,Bad,Female,Living,1999.0
2351,Bramer,20,Secret,Bad,Male,Living,1996.0
2352,"Fong, Dr. Charles Wa",20,,,,,
2353,Pembroke,20,,,,,
2354,"Bradley, Carrie",20,,,,,
2355,Force,20,,,,,
2356,"Parker, May | Timesl",20,,,,,
2357,"Parker, Mary",20,,,,,
2358,Nakota,20,,Bad,,Living,1992.0
2359,Druig,20,Secret,,Male,Living,1977.0
2360,"Tso, Jason",20,,,,,
2361,Shoc,20,,,,,
2362,Truth Ii,20,,,,,
2363,"Shauneghann, Michael",20,,,,,
2364,"Morgan, Dr. Vivian",20,,,,,
2365,"Morelle, Nolan",20,,,,,
2366,Sister Pleasure,20,,,,,
2367,Montgomery,20,,,,,
2368,"Cornelius, Dr.",20,,,,,
2369,"Parker, Mary (Robot)",19,,,,,
2370,Hangman Ii,19,,,,,
2371,Awesome Android,19,No Dual,Neutral,Male,Living,1963.0
2372,"Corrigan, Archibald ",19,,,,,
2373,Moonglow,19,,,,,
2374,"Robinson, Lucy",19,,,,,
2375,Hate-Monger,19,Secret,Bad,Male,Deceased,2007.0
2376,"Koniev, Irini",19,,,,,
2377,Geirrodur,19,Secret,Bad,Male,Living,1964.0
2378,Comet,19,,,,,
2379,Tartarus,19,,Neutral,Male,Deceased,2000.0
2380,Thunderbird,19,Secret,Neutral,Male,Living,
2381,"Worthington, Kathryn",19,,,,,
2382,Virgo Ii,19,,,,,
2383,Legault,19,Secret,Bad,Male,Living,1999.0
2384,Daria,19,,,Female,Living,1996.0
2385,Dark Counsel,19,,,,,
2386,"Fenster, Richard",19,,,,,
2387,Midnight'S Fire,19,,,,,
2388,Zira,19,No Dual,Good,Female,Living,1981.0
2389,Ferocia,19,,,,,
2390,Johnny Appleseed,19,,,,,
2391,"Spar, Dr. Katherine ",19,,,,,
2392,Glorian,19,,,,,
2393,Lord Baldar,19,,,,,
2394,Bludgeon,19,,Bad,Male,Living,1997.0
2395,Lilith,19,,,,,
2396,"Harderman, Quentin",19,,,,,
2397,Pradda Fol,19,,,,,
2398,"Oxton, Professor Hen",19,,,,,
2399,Iron Man Iii,19,,,,,
2400,Dr. Decibel,19,,,,,
2401,Bloodstrike,19,,,,,
2402,Chance,19,Secret,Good,Female,Living,1987.0
2403,Suwan,19,Secret,Bad,Female,Living,1956.0
2404,Onslaught,19,Secret,Good,Male,Living,1992.0
2405,"Kannor, Orlando",19,,,,,
2406,Princess Zafina,19,,,,,
2407,"Pro, Le",19,,,,,
2408,"Spaulding, Peter",19,,,,,
2409,Izanami,19,Secret,Bad,Female,Living,1991.0
2410,Carrion Ii,19,,,,,
2411,Maguire,19,Secret,Good,Male,Living,2006.0
2412,Wraith,19,,Bad,,Living,1975.0
2413,Starshine,19,,,,,
2414,Crimebuster,19,,,,,
2415,Ogress,19,,,,,
2416,Deathlok Ii,19,,,,,
2417,"Schwinner, Dr. Eric",19,,,,,
2418,Lightmaster,19,,,,,
2419,Thera,19,,Good,Female,Living,
2420,Sssith,19,,,,,
2421,"Gray, Charles",19,,,,,
2422,"Collins, Nick",19,,,,,
2423,Punchout,19,Secret,Bad,Female,Living,1988.0
2424,Taku,19,,,Male,Living,1969.0
2425,Cobalt,19,,Bad,Male,Living,1990.0
2426,Sentry Iv,19,,,,,
2427,Ra'Al,19,,,,,
2428,"Taylor, Jenna",19,,,,,
2429,Apocryphus,19,,,,,
2430,"Hale, Nan",19,,,,,
2431,Lady Lotus,19,Secret,Bad,Female,Living,1979.0
2432,Pico,19,,,,,
2433,Broadside,19,Secret,Bad,Male,Living,2000.0
2434,"Taurey, William Malc",19,,,,,
2435,Pester,19,Secret,Neutral,Female,Living,1991.0
2436,Ancestor,19,Secret,Bad,Male,Living,1994.0
2437,Coil,19,Secret,Bad,Female,Living,1999.0
2438,Inferno Ii,19,,,,,
2439,Raksor [Skrull],19,,,,,
2440,"Conklin, Capt.",19,,,,,
2441,Strangler,19,Secret,Bad,Male,Deceased,1941.0
2442,Membrain,19,Secret,,,Living,1999.0
2443,Toi,19,,,,,
2444,Rapier,19,,,,,
2445,Jinx,19,,,Male,Living,2003.0
2446,"Berger, Prof.",19,,,,,
2447,Jyx,19,,,,,
2448,Gog Iii,19,,,,,
2449,Jakar,19,,Bad,Male,Living,1972.0
2450,"Bazin, Andrew",19,,,,,
2451,"Kingman, Bill",19,,,,,
2452,"Laniege, Bianca",19,,,,,
2453,"Jones, Sandy",19,,,,,
2454,Gyre,19,No Dual,Bad,,Living,2010.0
2455,Fixx,19,,,,,
2456,Meek,19,,,,,
2457,"Snow, Tandy",19,,,,,
2458,Fieldstone,19,Secret,Bad,Male,Living,1999.0
2459,"Lynn, Norma",19,,,,,
2460,"Smythe, Spencer",19,,,,,
2461,Jester,19,,,,,
2462,Black Brigade,19,Secret,Bad,Male,Deceased,1994.0
2463,"Janes, Father Michae",19,,,,,
2464,Grasp,19,,,,,
2465,Arnstrom,18,,,,,
2466,"Switzler, Beverly",18,,,,,
2467,"Jones, Maggie",18,,,,,
2468,Pilgrim,18,Secret,Bad,Female,Deceased,1992.0
2469,Arsenic,18,,Bad,,Living,1997.0
2470,Divinity,18,Secret,,Male,Living,2000.0
2471,Integer,18,Secret,Bad,Male,Living,1999.0
2472,"Powell, Officer Mike",18,,,,,
2473,"Donnely, Victoria To",18,,,,,
2474,Powell,18,,,,,
2475,Silent One,18,,Neutral,Male,Living,1971.0
2476,Brother Voodoo | Mut,18,,,,,
2477,"Lomenzo, Nicole",18,,,,,
2478,Sunshine,18,,,,,
2479,"Cowen, Buck",18,,,,,
2480,Silver Dagger,18,,,,,
2481,Minister Tome,18,,,,,
2482,"Quesada, Joe",18,,,,,
2483,Ultimo,18,,Bad,Male,Living,1966.0
2484,"Ransome, Dr. Susan",18,,,,,
2485,"Rann, Commander Arct",18,,,,,
2486,Apocalypse | Mutant ,18,,,,,
2487,"Jennings, Joseph",18,,,,,
2488,Ranger I,18,,,,,
2489,Dweller In Darkness,18,,,,,
2490,Madame Hydra Vi,18,,,,,
2491,Silver Fox Ii,18,,,,,
2492,"Stone, Tiberius",18,,,,,
2493,"Ralston, Senator Rob",18,,,,,
2494,"Wilburn, Myron",18,,,,,
2495,"Miller, Chris",18,,,,,
2496,"Ramirez, Javier",18,,,,,
2497,Dreaming Celestial,18,,,,,
2498,"Rasputina, Illyana I",18,,,,,
2499,Dragonfly Ii,18,,,,,
2500,Arex,18,Secret,Good,Male,Living,1993.0
2501,"Arkanian, Glib",18,,,,,
2502,Webwing,18,Public,Neutral,,Living,1982.0
2503,"Prentiss, Betty Dean",18,,,,,
2504,"Majcomb, Renee",18,,,,,
2505,Faith,18,,,,,
2506,"Proctor, Coordinator",18,,,,,
2507,Professor X | Mutant,18,,,,,
2508,Dr. Strange | Mutant,18,,,,,
2509,"Carmody, Mary",18,,,,,
2510,Ember,18,,,,,
2511,Burke,18,Secret,,Male,Living,1992.0
2512,"Suarez, Raphael",18,,,,,
2513,Miracle Man,18,,,,,
2514,Magnesium,18,,Bad,,Living,1997.0
2515,Midnight,18,,,,,
2516,Arides,18,Secret,Bad,Male,Living,1976.0
2517,Aria,18,No Dual,Good,Female,Deceased,1999.0
2518,"Rigoletto, Don Dante",18,,,,,
2519,Crossfire,18,,,,,
2520,"Phim, Father",18,,,,,
2521,Black Knight Iii,18,,,,,
2522,Gogo Tamago,18,,,,,
2523,Nightingale,18,Secret,Good,Female,Deceased,2001.0
2524,Vessel,18,Secret,Bad,Male,Deceased,1995.0
2525,Black Widow Ii,18,,,,,
2526,"Yin, Dr. Su",18,,,,,
2527,"Blake, Dr. Donald",18,,,,,
2528,Ahqlau,18,No Dual,,Female,Living,1985.0
2529,"Yeager, Callie",18,,,,,
2530,"O'Bryan, Bob",18,,,,,
2531,Hephaestus,18,,,,,
2532,Leo Ii,18,,,,,
2533,Moondragon Doppelgan,18,,,,,
2534,Spark,18,Secret,Bad,Male,Living,
2535,Chemistro,18,,,,,
2536,"Russell, Lissa",18,,,,,
2537,"Kappelbaum, Mrs.",18,,,,,
2538,Basallo,18,,Neutral,Male,Living,1963.0
2539,Goldbug,18,,,,,
2540,Black Knight Ii,18,,,,,
2541,Random,18,,,,,
2542,Shellshock,18,,,,,
2543,"Collins, Tracy",18,,,,,
2544,Troll,18,Secret,Bad,Male,Living,1992.0
2545,Medea,18,Secret,Bad,Female,Living,1994.0
2546,Mutant Master,18,,Bad,Male,Living,1966.0
2547,Grotesk,18,,,,,
2548,Mystique | Mutant X-,18,,,,,
2549,Cockroach,18,,,,,
2550,Nahrees [Inhuman],18,,,,,
2551,High Overlord,18,,,,,
2552,"Billups, Agent",18,,,,,
2553,"Kwan, Terry",18,,,,,
2554,Grey King,18,,,,,
2555,Nanny,18,Public,Bad,Female,Living,1978.0
2556,Morg,18,Secret,Bad,Male,Deceased,1992.0
2557,Neffethesk,18,Public,Good,Male,Living,2000.0
2558,"Benning, Veronica",18,,,,,
2559,Colossus Ii | Mutant,18,,,,,
2560,Gamecock,18,,,,,
2561,Hard Boiled Henwy,18,,,,,
2562,Pestilence,18,Secret,Bad,Male,Deceased,2013.0
2563,Charlie 27,18,,,,,
2564,"Montesi, Victoria",18,,,,,
2565,Beldame,18,Secret,Bad,Female,Deceased,2000.0
2566,Hilary,18,,,,,
2567,Shrew,18,Secret,,Female,Living,1993.0
2568,Chainsaw,18,,Bad,Male,Living,1991.0
2569,Battleaxe Ii,18,,,,,
2570,Llan,18,Public,,Male,Living,1989.0
2571,"Montoya, Julio",18,,,,,
2572,"Harris, Christine",18,,,,,
2573,Flying Dutchman,18,,,,,
2574,Crimson,18,Secret,,Female,Living,1990.0
2575,Demon Bear,18,Secret,Bad,Male,Living,1983.0
2576,Link,18,Secret,,Male,Living,1994.0
2577,Technarx,18,Secret,,Male,Living,2000.0
2578,Thin Man,18,,,,,
2579,Bloodwraith,18,,,,,
2580,Hardball,18,Secret,Neutral,Male,Living,1992.0
2581,Acba,18,Secret,Neutral,Male,Living,1991.0
2582,"Harrow, Dr. Jonas",18,,,,,
2583,Riot-Act,18,Secret,Good,Female,Deceased,2000.0
2584,Dexam,17,Public,Bad,Male,Living,1998.0
2585,"Donleavy, Hannah",17,,,,,
2586,Ringo Kid,17,Secret,Good,Male,Living,1954.0
2587,Landslide Ii,17,,,,,
2588,Sea Urchin,17,,,,,
2589,Zawadi,17,Public,Good,Female,Living,1998.0
2590,"D'Auria, Jack",17,,,,,
2591,Riot Ii,17,,,,,
2592,"D'Angelo, Lieutenant",17,,,,,
2593,Shaper Of Worlds,17,,,,,
2594,Justice Peace,17,,,,,
2595,Revenant,17,Secret,Bad,Female,Deceased,2000.0
2596,Sister Agony,17,,,,,
2597,Crusader X,17,,,,,
2598,Coldblood,17,,,,,
2599,Carbon,17,,Bad,,Living,1979.0
2600,Siingard,17,Secret,Bad,Male,Living,1994.0
2601,"Stanachek, Freddie",17,,,,,
2602,Red Queen,17,,Bad,Female,Living,1984.0
2603,Lann,17,,,,,
2604,"Chadwick, Dr. Hesper",17,,,,,
2605,Daydreamer,17,,,,,
2606,"Chasin, Major",17,,,,,
2607,Angler,17,,,,,
2608,Dr. Faustus,17,,,,,
2609,Commcast,17,,,,,
2610,"Ryking, Alexander",17,,,,,
2611,Liberator,17,,,,,
2612,Spat,17,Secret,Neutral,Female,Living,1997.0
2613,Centarius,17,Public,,Male,Living,1975.0
2614,"Dornova-Blonsky, Nad",17,,,,,
2615,Soul-Eater,17,,,,,
2616,"Chandra, Dr.",17,,,,,
2617,Dr. Sun,17,,,,,
2618,Raven | Mutant X-Ver,17,,,,,
2619,"Church, Lynn",17,,,,,
2620,"Carlisle, Melissa Bo",17,,,,,
2621,"Cass, Larry Mad Dog",17,,,,,
2622,Skadi,17,Secret,Good,Female,Living,
2623,Dark Master,17,,,,,
2624,Dark Crawler,17,,,,,
2625,"Lor, Kona",17,,,,,
2626,Sodium,17,,Bad,,Living,1997.0
2627,Ruckus,17,,,,,
2628,Chain,17,Secret,Bad,Male,Living,2011.0
2629,Dorma Ii [Atlantean],17,,,,,
2630,Loblolly,17,Secret,Bad,,Living,1999.0
2631,Zzzax,17,Public,Bad,,Living,1973.0
2632,Planner,17,,Bad,Male,Living,1967.0
2633,Hunkir,17,,,,,
2634,"Walsh, Lynn",17,,,,,
2635,"Phillips, Sir Gordon",17,,,,,
2636,Balor,17,,,Male,Living,1982.0
2637,Black Bolt | Mutant ,17,,,,,
2638,"Bancroft, Martine",17,,,,,
2639,Piranha,17,Secret,Bad,Female,Deceased,1974.0
2640,Firestar Doppelgange,17,,,,,
2641,Birdy,17,Secret,Bad,Female,Deceased,1992.0
2642,Gregor,17,Secret,Bad,Male,Living,1994.0
2643,Fantasia,17,Secret,,Female,Living,1989.0
2644,Brona,17,Secret,,Male,Living,1967.0
2645,"Poitier, Claude",17,,,,,
2646,T-Ray,17,Secret,Bad,Male,Deceased,1997.0
2647,Grok,17,,,,,
2648,Vanium,17,Public,Good,Male,Living,2000.0
2649,Hippolyta [Greek God,17,,,,,
2650,Vanadium,17,,Bad,,Living,1997.0
2651,Iron Maiden Ii,17,,,,,
2652,"Grant, Mary Meeks",17,,,,,
2653,Manat,17,Public,Neutral,Male,Living,2000.0
2654,Asylum Ii,17,,,,,
2655,"Braddock, James Jr. ",17,,,,,
2656,Gantry,17,,,Male,Living,1995.0
2657,"Thompson, Rosie",17,,,,,
2658,Authority,17,,,,,
2659,Axe,17,,Bad,Male,Deceased,1983.0
2660,Vira,17,No Dual,,Female,Living,1976.0
2661,Gibbon,17,Secret,Bad,Male,Living,
2662,"Bolt, Councilman And",17,,,,,
2663,"Fuanaro, Renee",17,,,,,
2664,"Frost, Byron",17,,,,,
2665,Bora,17,,,,,
2666,Papa Hagg,17,Secret,Good,Male,Living,2001.0
2667,Blackjack,17,,,,,
2668,Blackbody,17,,,,,
2669,Nom,17,,,,,
2670,Walkabout,17,Secret,Good,,Deceased,2000.0
2671,Foundry,17,Secret,Bad,Male,Living,1994.0
2672,"Baker, Anne-Marie",17,,,,,
2673,"Fawn, Felicia",17,,,,,
2674,"Dugan, Dum Dum | Mut",17,,,,,
2675,Brute Ii,17,,,,,
2676,"Caches, Prof. Marina",17,,,,,
2677,Sunturion,17,,,,,
2678,Arize,17,,,,,
2679,Hardcore,17,Secret,Bad,Male,Living,1992.0
2680,"Miller, Staci Murphy",17,,,,,
2681,"Montoya, Maria",17,,,,,
2682,"Messenger, Tobias",17,,,,,
2683,Qirmet,17,,,,,
2684,Professor Angst,17,,,,,
2685,Jamil,17,Secret,Bad,Male,Deceased,1994.0
2686,Baymax,17,Secret,Good,Male,Living,1998.0
2687,El Aguila,17,,,,,
2688,"Bazin, Allegra",17,,,,,
2689,Ecstacy,17,,,,,
2690,Captain America V,17,,,,,
2691,Hangman,17,,,,,
2692,Elwood,17,,Good,Male,Living,1998.0
2693,Hammerhand,17,,Good,Male,Living,1981.0
2694,Izanami Ii,17,,,,,
2695,Cylla Ii,16,,,,,
2696,"Voge, Tullamore",16,,,,,
2697,Mendicus,16,Public,,Male,Living,1999.0
2698,"Kleinfeldt, Lorna",16,,,,,
2699,Vibro,16,,,,,
2700,Mechadoom,16,Secret,Bad,,Deceased,1991.0
2701,Blackwing Ii,16,,,,,
2702,Hate-Monger V,16,,,,,
2703,Skyhawk,16,,,,,
2704,"Churchill, Sir Winst",16,,,,,
2705,"Kryzewski, Leonard M",16,,,,,
2706,"Nugent, Alice",16,,,,,
2707,Nuke,16,,,,,
2708,Threadgold,16,,Bad,Male,Living,1995.0
2709,Sorrentino,16,Public,,Female,Living,1997.0
2710,Servitor,16,,,,,
2711,"O'Connell, Taryn",16,,,,,
2712,Hag,16,Secret,Bad,Female,Living,1992.0
2713,Chinook,16,Secret,Bad,Male,Deceased,1997.0
2714,"Trask, Dr. Bolivar",16,,,,,
2715,Deadhead,16,,,,,
2716,Knave,16,,Bad,Male,Living,1984.0
2717,Ogun,16,,Bad,Male,Living,1990.0
2718,Marvel Boy Iii,16,,,,,
2719,"Sabini, Jerry The Wh",16,,,,,
2720,Headmistress,16,,,,,
2721,Ojani,16,,,,,
2722,"Courtney, Delphine",16,,,,,
2723,Hamir,16,,Bad,Male,Living,1983.0
2724,Typhon,16,Public,Bad,Male,Living,1968.0
2725,Kiko,16,,,,,
2726,Green Goblin Iii,16,,,,,
2727,Kymri,16,,,,,
2728,"Benjamin, Byron",16,,,,,
2729,Veeg,16,Secret,,Male,Living,1999.0
2730,Advent,16,,,,,
2731,"Sheridan, Florence",16,,,,,
2732,Bartos,16,No Dual,Neutral,Male,Living,2000.0
2733,Scribe,16,,,,,
2734,Tores,16,,,,,
2735,Daddy Longlegs,16,,,,,
2736,Crimson Crusader,16,,,,,
2737,"Grant, Phillip",16,,,,,
2738,Sister Death,16,,,,,
2739,"Dahn, Farnoq",16,,,,,
2740,Baroness Zemo,16,,,,,
2741,"Dakesian, Nanci",16,,,,,
2742,Beryllium,16,,Bad,,Living,1997.0
2743,Toro Ii,16,,,,,
2744,Mojo Ii,16,,,,,
2745,"Todd, Fisher",16,,,,,
2746,Sickle,16,Secret,Bad,Male,Living,1995.0
2747,"Nixon, Richard",16,,,,,
2748,"Schoenfeld, Elaine",16,,,,,
2749,Scarum,16,Secret,Bad,Male,Living,1999.0
2750,"Hasard, Samantha",16,,,,,
2751,"Ramirez, Rosa",16,,,,,
2752,Lich,16,,Bad,Male,Living,1994.0
2753,"Bazin, Phillippe",16,,,,,
2754,Indech,16,Public,Bad,Male,Living,1982.0
2755,"Archer, Ulysses Sams",16,,,,,
2756,Caregiver,16,,,,,
2757,"Stuart, Dr.",16,,,,,
2758,"Park, Archie",16,,,,,
2759,Ten-Thirtifor,16,Public,Bad,Male,Living,2000.0
2760,Steeplejack Ii,16,,,,,
2761,"Partridge, Steve",16,,,,,
2762,Lucifer,16,Public,Bad,Male,Living,1967.0
2763,Professor Xavier 201,16,,,,,
2764,"St. Croix, Cartier",16,,,,,
2765,"Jones, Augustine",16,,,,,
2766,Brainy,16,,Bad,Male,Living,1998.0
2767,"Roberts, Chess",16,,,,,
2768,Izzifizz,16,,,,,
2769,"Stewart, Tina",16,,,,,
2770,"Brandt, Ellen",16,,,,,
2771,Tarakis,16,,Bad,Male,Living,1999.0
2772,Ivory,16,,,,,
2773,Brutus Klor,16,,Bad,Male,Living,2001.0
2774,Dmitri,16,,,,,
2775,Preecha,16,,,,,
2776,"Dolan, Capt. Thomas",16,,,,,
2777,Dolman,16,,,,,
2778,"Donaldson, Linda",16,,,,,
2779,Reflex,16,Secret,Good,Male,Deceased,2000.0
2780,Anelle,16,No Dual,Good,Female,Deceased,1965.0
2781,Doop,16,No Dual,Good,Male,Living,2001.0
2782,Fever Pitch,16,Secret,Bad,Male,Deceased,1999.0
2783,Paradigm,16,Secret,,Male,Deceased,1999.0
2784,Stegron,16,,,,,
2785,Artemis,16,No Dual,Neutral,Female,Living,1966.0
2786,White King,16,,,,,
2787,"Dworman, Jim",16,,,,,
2788,"Delacorte, Arthur",16,,,,,
2789,"Rudolfo, Prince",16,,,,,
2790,"Austin, Terry",16,,,,,
2791,Alistro,16,,Bad,Male,Living,1997.0
2792,Hybrid,16,Secret,Neutral,Agender,Living,1996.0
2793,"Jarvis, Edwin | Time",16,,,,,
2794,Galadriel,16,Secret,Bad,Female,Deceased,2000.0
2795,"Marles, Dr. Thomas",16,,,,,
2796,Char,16,,,,,
2797,Captain U.K.,16,,,,,
2798,Ouija,16,,,,,
2799,"Lipton, Laura",16,,,,,
2800,Vorzen,16,,,,,
2801,Kalikya [Inhuman],16,,,,,
2802,Spider-Woman Iv,16,,,,,
2803,"Thompson, Harrison",16,,,,,
2804,"Boerke, Mayor",16,,,,,
2805,Omega Ii,16,,,,,
2806,Dragonwing,16,Secret,Bad,Male,Living,1999.0
2807,"Stark, Maria | Times",15,,,,,
2808,Megatak,15,,,,,
2809,Red Ronin,15,Secret,Good,Female,Living,2007.0
2810,Weasel,15,Public,Bad,Male,Living,1997.0
2811,Valkyrie Ii | Mutant,15,,,,,
2812,Mindsinger,15,,,,,
2813,Mo Money,15,,,,,
2814,Wild Child Doppelgan,15,,,,,
2815,Windy,15,,Bad,Male,Living,1998.0
2816,"Simon, Felix",15,,,,,
2817,Sin-Eater,15,Secret,Bad,Female,Living,2011.0
2818,Starshine Iii,15,,,,,
2819,Wild Child | Mutant ,15,,,,,
2820,"Pryde, Carmen",15,,,,,
2821,Psyklop,15,Public,Neutral,Male,Living,1971.0
2822,"Rasputina, Alexandra",15,,,,,
2823,Mercury Iii,15,,,,,
2824,Watchfire,15,Secret,Bad,Male,Living,1999.0
2825,Missing Link,15,Secret,Bad,Male,Living,1968.0
2826,Mist Mistress,15,Secret,Bad,Female,Living,1988.0
2827,Valeria,15,,Good,Female,Living,1962.0
2828,Olar,15,,,Male,Deceased,1991.0
2829,Shanzar,15,,Bad,Male,Living,1990.0
2830,Lasher,15,Secret,Bad,Male,Living,1996.0
2831,Nocturne,15,Secret,Bad,Male,Living,2000.0
2832,Squire,15,Secret,Good,Male,Deceased,2000.0
2833,Spymaster,15,Secret,Bad,Male,Living,1971.0
2834,"Worthington, Warren ",15,,,,,
2835,Wraith Ii,15,,,,,
2836,Noy,15,,,,,
2837,Savage Steel Ii,15,,,,,
2838,Sonic,15,,,,,
2839,Soul Man,15,,,,,
2840,Orbit,15,,,Female,Living,1995.0
